County Code,District Code,Subgroup ID,Mean Scale Score,Total Tested At Entity Level,Total Tested with Scores,CAASPP Reported Enrollment,Students Tested,Total Standard Exceeded,Total Standard Met,Total Standard Met and Above,Total Standard Nearly Met,Total Standard Not Met,Students with Scores
7,61655,80,2537.7833333333333,36407.0,36400.0,10648.0,10402.0,2972.0,3464.0,6438.0,2518.0,1446.0,10400.0
7,61655,144,2534.1749999999997,5054.0,5054.0,1464.0,1444.0,424.0,444.0,868.0,352.0,224.0,1444.0
7,61663,76,2543.925,742.0,742.0,160.0,154.0,31.0,58.0,89.0,38.0,27.0,154.0
7,61663,78,2491.875,3248.0,3241.0,928.0,928.0,166.0,210.0,376.0,248.0,302.0,926.0
7,61663,80,2519.2250000000004,9373.0,9373.0,2724.0,2678.0,596.0,834.0,1430.0,706.0,542.0,2678.0
7,61663,74,2412.175,812.0,812.0,174.0,170.0,26.0,30.0,56.0,44.0,70.0,170.0
7,61697,144,2494.616666666667,1184.0,1184.0,240.0,236.0,28.0,55.0,83.0,81.0,72.0,236.0
7,61697,80,2499.264285714286,2072.0,2072.0,532.0,518.0,74.0,120.0,194.0,160.0,164.0,518.0
7,61697,74,2423.9285714285716,2336.0,2336.0,624.0,584.0,24.0,46.0,70.0,128.0,386.0,584.0
7,61697,76,2540.7,1488.0,1488.0,342.0,340.0,58.0,91.0,149.0,99.0,92.0,340.0
7,61697,77,2531.175,1200.0,1200.0,210.0,210.0,26.0,79.0,105.0,69.0,36.0,210.0
7,61697,78,2464.6857142857143,4208.0,4208.0,1072.0,1052.0,54.0,228.0,282.0,286.0,484.0,1052.0
7,61705,80,2511.7166666666667,2548.0,2548.0,732.0,728.0,128.0,238.0,366.0,198.0,164.0,728.0
7,61705,78,2464.7583333333337,2107.0,2107.0,620.0,602.0,30.0,144.0,174.0,186.0,242.0,602.0
7,61713,76,2606.65,2947.0,2947.0,900.0,842.0,512.0,220.0,732.0,80.0,30.0,842.0
7,61713,77,2653.0,448.0,448.0,88.0,88.0,43.0,34.0,77.0,7.0,4.0,88.0
7,61713,78,2571.533333333333,2534.0,2534.0,744.0,724.0,304.0,256.0,560.0,116.0,48.0,724.0
7,61713,80,2584.233333333333,24472.0,24465.0,7138.0,6992.0,3490.0,2274.0,5764.0,938.0,290.0,6990.0
7,61713,144,2596.1666666666665,2387.0,2387.0,704.0,682.0,384.0,212.0,596.0,56.0,30.0,682.0
7,61721,74,2532.5,750.0,750.0,784.0,750.0,66.0,130.0,196.0,218.0,336.0,750.0
7,61721,75,2591.05,44.0,44.0,44.0,44.0,4.0,14.0,18.0,16.0,10.0,44.0
7,61721,76,2649.3500000000004,274.0,274.0,276.0,274.0,92.0,98.0,190.0,52.0,32.0,274.0
7,61721,78,2577.75,2504.0,2500.0,2608.0,2504.0,360.0,700.0,1062.0,694.0,746.0,2500.0
7,61721,79,2657.2,48.0,48.0,48.0,48.0,18.0,14.0,32.0,14.0,2.0,48.0
7,61721,80,2614.95,3344.0,3342.0,3468.0,3344.0,784.0,1120.0,1906.0,804.0,634.0,3342.0
7,61721,144,2624.3,312.0,312.0,324.0,312.0,90.0,96.0,186.0,62.0,64.0,312.0
7,61721,77,2648.2,372.0,372.0,376.0,372.0,134.0,114.0,248.0,72.0,52.0,372.0
7,61739,74,2572.2,888.0,888.0,131.0,122.0,10.0,27.0,37.0,37.0,48.0,122.0
7,61739,76,2585.6875,1240.0,1240.0,260.0,257.0,85.0,92.0,177.0,47.0,33.0,257.0
7,61739,77,2585.55,848.0,848.0,154.0,154.0,56.0,44.0,100.0,40.0,14.0,154.0
7,61739,78,2493.9571428571426,10672.0,10672.0,2722.0,2668.0,346.0,670.0,1016.0,724.0,928.0,2668.0
7,61739,80,2529.5000000000005,16608.0,16608.0,4228.0,4152.0,868.0,1264.0,2132.0,1166.0,854.0,4152.0
7,61739,144,2525.1428571428573,3984.0,3984.0,1016.0,996.0,204.0,310.0,514.0,256.0,226.0,996.0
7,61747,144,2606.183333333334,2331.0,2331.0,676.0,666.0,416.0,190.0,606.0,46.0,14.0,666.0
7,61747,80,2584.558333333333,10864.0,10864.0,3200.0,3104.0,1588.0,1004.0,2592.0,386.0,126.0,3104.0
7,61747,78,2573.8666666666663,1568.0,1568.0,456.0,448.0,194.0,130.0,324.0,94.0,30.0,448.0
7,61747,76,2619.883333333333,2947.0,2947.0,860.0,842.0,576.0,192.0,768.0,56.0,18.0,842.0
7,61754,74,2449.2857142857147,10024.0,9992.0,2636.0,2506.0,154.0,398.0,553.0,611.0,1342.0,2498.0
7,61754,75,2601.2,704.0,696.0,122.0,112.0,16.0,33.0,50.0,26.0,35.0,110.0
7,61754,76,2559.878571428571,19624.0,19592.0,5040.0,4906.0,1748.0,1432.0,3182.0,1006.0,716.0,4898.0
7,61754,77,2545.0,11936.0,11912.0,3016.0,2984.0,810.0,978.0,1788.0,737.0,458.0,2978.0
7,61754,78,2465.328571428571,113448.0,113272.0,29472.0,28362.0,2191.0,5279.0,7471.0,7618.0,13270.0,28318.0
7,61754,79,2474.8142857142852,2056.0,2040.0,532.0,514.0,44.0,102.0,148.0,133.0,234.0,510.0
7,61754,80,2549.371428571429,86008.0,85944.0,22288.0,21502.0,6509.0,6676.0,13189.0,4675.0,3637.0,21486.0
7,61754,144,2541.585714285714,16152.0,16136.0,4132.0,4038.0,1178.0,1154.0,2335.0,932.0,770.0,4034.0
7,61762,76,2506.4666666666667,1393.0,1393.0,408.0,398.0,80.0,112.0,192.0,120.0,86.0,398.0
7,61762,144,2478.175,1988.0,1988.0,588.0,568.0,76.0,120.0,196.0,172.0,200.0,568.0
7,61762,80,2490.825,14630.0,14623.0,4252.0,4180.0,522.0,1194.0,1717.0,1236.0,1226.0,4178.0
7,61762,74,2440.525,4368.0,4368.0,1304.0,1248.0,76.0,176.0,252.0,356.0,640.0,1248.0
7,61762,77,2537.8333333333335,1638.0,1638.0,472.0,468.0,154.0,156.0,310.0,82.0,76.0,468.0
7,61762,78,2458.2166666666667,21336.0,21336.0,6168.0,6096.0,342.0,1252.0,1594.0,1882.0,2620.0,6096.0
7,61770,80,2593.891666666667,15603.0,15603.0,4572.0,4458.0,2528.0,1260.0,3788.0,508.0,162.0,4458.0
7,61770,76,2620.4249999999997,4011.0,4011.0,1152.0,1146.0,818.0,240.0,1058.0,70.0,18.0,1146.0
7,61770,144,2591.7599999999998,1330.0,1330.0,372.0,368.0,235.0,81.0,316.0,38.0,14.0,368.0
7,61770,78,2564.3500000000004,1162.0,1162.0,330.0,312.0,128.0,105.0,233.0,55.0,24.0,312.0
7,61788,144,2472.9642857142853,3360.0,3336.0,876.0,840.0,76.0,190.0,266.0,215.0,356.0,834.0
7,61788,80,2477.5071428571428,4376.0,4368.0,1136.0,1094.0,116.0,240.0,357.0,276.0,460.0,1092.0
7,61788,79,2498.875,1544.0,1536.0,338.0,332.0,36.0,61.0,97.0,91.0,143.0,330.0
7,61788,78,2463.078571428571,60872.0,60816.0,15612.0,15218.0,972.0,2836.0,3809.0,4233.0,7174.0,15204.0
7,61788,77,2534.5285714285715,4736.0,4736.0,1184.0,1184.0,272.0,374.0,646.0,308.0,230.0,1184.0
7,61788,76,2507.657142857143,2848.0,2848.0,720.0,712.0,132.0,168.0,300.0,202.0,210.0,712.0
7,61788,74,2443.8571428571427,15464.0,15416.0,4068.0,3866.0,160.0,532.0,694.0,1021.0,2149.0,3854.0
7,61796,144,2495.1714285714284,5112.0,5104.0,1308.0,1278.0,256.0,346.0,602.0,304.0,371.0,1276.0
7,61796,80,2535.828571428571,25112.0,25096.0,6510.0,6278.0,1981.0,1489.0,3471.0,1330.0,1476.0,6274.0
7,61796,78,2444.421428571429,122768.0,122672.0,31794.0,30692.0,1477.0,4737.0,6214.0,7649.0,16828.0,30668.0
7,61796,77,2525.7714285714287,12008.0,12008.0,3056.0,3002.0,576.0,966.0,1542.0,838.0,622.0,3002.0
7,61796,76,2522.342857142857,25688.0,25680.0,6528.0,6422.0,1440.0,1788.0,3230.0,1524.0,1668.0,6420.0
7,61796,74,2428.95,39760.0,39704.0,10324.0,9940.0,438.0,1186.0,1624.0,2144.0,6171.0,9926.0
7,61796,79,2423.8875000000003,1632.0,1632.0,366.0,354.0,24.0,61.0,85.0,93.0,176.0,354.0
7,61804,74,2529.0999999999995,4400.0,4392.0,1128.0,1100.0,248.0,344.0,594.0,256.0,250.0,1098.0
7,61804,76,2631.5928571428567,104768.0,104760.0,26376.0,26192.0,17576.0,6070.0,23646.0,1788.0,758.0,26190.0
7,61804,77,2593.7999999999993,7880.0,7880.0,1980.0,1970.0,910.0,668.0,1578.0,300.0,92.0,1970.0
7,61804,78,2556.307142857143,23472.0,23456.0,5996.0,5868.0,1753.0,2027.0,3781.0,1348.0,738.0,5864.0
7,61804,80,2575.8071428571434,115592.0,115512.0,29656.0,28898.0,11159.0,10151.0,21315.0,5255.0,2328.0,28878.0
7,61804,144,2588.907142857143,23800.0,23792.0,6034.0,5950.0,2765.0,1862.0,4628.0,924.0,398.0,5948.0
7,61812,76,2578.8166666666666,4823.0,4823.0,1412.0,1378.0,684.0,406.0,1090.0,168.0,120.0,1378.0
7,61812,144,2561.0699999999997,2422.0,2422.0,678.0,678.0,335.0,183.0,518.0,114.0,46.0,678.0
7,61812,80,2559.225,19488.0,19474.0,5716.0,5568.0,2141.0,1915.0,4057.0,1008.0,502.0,5564.0
7,61812,78,2519.441666666666,4725.0,4718.0,1372.0,1350.0,320.0,386.0,707.0,372.0,270.0,1348.0
7,61812,74,2543.6499999999996,826.0,826.0,180.0,176.0,52.0,50.0,102.0,28.0,46.0,176.0
7,61812,77,2570.2999999999997,749.0,749.0,158.0,157.0,38.0,70.0,108.0,28.0,21.0,157.0
8,61820,80,2484.871428571429,15024.0,15016.0,3978.0,3756.0,402.0,850.0,1252.0,1084.0,1418.0,3754.0
8,61820,144,2458.0833333333335,1240.0,1240.0,264.0,245.0,31.0,64.0,95.0,51.0,99.0,245.0
8,61820,78,2462.5571428571425,6672.0,6672.0,1712.0,1668.0,92.0,284.0,376.0,484.0,808.0,1668.0
8,61820,76,2486.4928571428572,1680.0,1680.0,444.0,420.0,38.0,88.0,126.0,136.0,158.0,420.0
8,61820,75,2447.842857142857,4536.0,4520.0,1180.0,1134.0,56.0,178.0,234.0,268.0,632.0,1130.0
9,61838,78,2520.6,6118.0,6111.0,1788.0,1748.0,384.0,580.0,965.0,440.0,342.0,1746.0
9,61838,74,2561.75,588.0,588.0,110.0,106.0,21.0,32.0,53.0,32.0,21.0,106.0
9,61838,76,2584.1249999999995,3437.0,3437.0,996.0,982.0,510.0,280.0,790.0,148.0,44.0,982.0
9,61838,77,2620.025,728.0,728.0,156.0,154.0,65.0,54.0,119.0,27.0,8.0,154.0
9,61838,80,2549.983333333333,30765.0,30765.0,8932.0,8790.0,2916.0,3058.0,5974.0,1870.0,946.0,8790.0
9,61838,144,2551.025,3010.0,3003.0,860.0,860.0,310.0,272.0,584.0,194.0,82.0,858.0
9,61846,78,2477.8250000000003,1393.0,1393.0,408.0,398.0,16.0,88.0,104.0,162.0,132.0,398.0
9,61846,80,2524.4166666666665,1932.0,1932.0,564.0,552.0,122.0,178.0,300.0,142.0,110.0,552.0
9,61853,78,2599.95,934.0,934.0,980.0,934.0,190.0,288.0,478.0,212.0,244.0,934.0
9,61853,77,2665.0,82.0,82.0,84.0,82.0,30.0,32.0,62.0,14.0,6.0,82.0
9,61853,76,2685.15,216.0,216.0,224.0,216.0,110.0,60.0,170.0,28.0,18.0,216.0
9,61853,75,2613.75,48.0,48.0,52.0,48.0,4.0,24.0,28.0,14.0,6.0,48.0
9,61853,74,2642.05,60.0,60.0,64.0,60.0,16.0,26.0,42.0,10.0,8.0,60.0
9,61853,144,2663.95,308.0,308.0,352.0,308.0,128.0,98.0,226.0,48.0,34.0,308.0
9,61853,80,2639.75,4430.0,4430.0,4684.0,4430.0,1428.0,1536.0,2964.0,798.0,668.0,4430.0
9,61879,80,2504.875,3745.0,3745.0,1084.0,1070.0,164.0,350.0,514.0,302.0,254.0,1070.0
9,61887,80,2507.9583333333335,5299.0,5299.0,1562.0,1514.0,318.0,418.0,736.0,386.0,392.0,1514.0
9,61887,78,2459.25,672.0,672.0,132.0,124.0,10.0,24.0,34.0,36.0,54.0,124.0
9,61903,144,2471.5,728.0,728.0,118.0,115.0,32.0,36.0,68.0,24.0,23.0,115.0
9,61903,80,2539.192857142857,15280.0,15264.0,3962.0,3820.0,908.0,1285.0,2194.0,951.0,674.0,3816.0
9,61903,77,2507.0,1288.0,1288.0,270.0,264.0,23.0,74.0,97.0,97.0,70.0,264.0
9,61903,78,2460.3642857142854,13936.0,13904.0,3600.0,3484.0,166.0,606.0,773.0,1084.0,1626.0,3476.0
9,61911,80,2610.525,994.0,994.0,252.0,252.0,121.0,65.0,186.0,54.0,12.0,252.0
9,61929,78,2484.9166666666665,3255.0,3255.0,948.0,930.0,68.0,264.0,332.0,342.0,256.0,930.0
9,61929,80,2508.9083333333333,5782.0,5782.0,1672.0,1652.0,304.0,488.0,792.0,480.0,380.0,1652.0
9,61945,80,2498.125,1946.0,1932.0,570.0,556.0,74.0,161.0,235.0,177.0,142.0,552.0
9,61952,80,2526.0499999999997,7301.0,7301.0,2122.0,2086.0,500.0,664.0,1164.0,556.0,366.0,2086.0
9,61952,78,2480.7583333333337,3318.0,3311.0,960.0,948.0,86.0,212.0,298.0,336.0,312.0,946.0
9,61960,80,2492.858333333334,4914.0,4865.0,1452.0,1404.0,187.0,378.0,566.0,453.0,384.0,1390.0
9,61960,78,2460.366666666667,917.0,917.0,212.0,209.0,23.0,41.0,64.0,61.0,84.0,209.0
9,61978,144,2568.108333333333,1855.0,1855.0,536.0,530.0,228.0,168.0,396.0,86.0,48.0,530.0
9,61978,80,2552.3333333333335,25571.0,25564.0,7448.0,7306.0,2486.0,2544.0,5032.0,1558.0,716.0,7304.0
9,61978,78,2514.3833333333337,5243.0,5243.0,1528.0,1498.0,304.0,492.0,796.0,364.0,338.0,1498.0
9,61978,76,2597.1333333333337,1932.0,1932.0,552.0,552.0,312.0,160.0,472.0,58.0,22.0,552.0
10,61994,78,2463.1,1260.0,1260.0,320.0,320.0,60.0,72.0,132.0,66.0,122.0,320.0
10,62042,78,2452.5833333333335,924.0,924.0,210.0,210.0,6.0,53.0,59.0,75.0,76.0,210.0
10,62109,80,2596.3749999999995,1526.0,1526.0,444.0,436.0,242.0,132.0,374.0,48.0,14.0,436.0
10,62117,144,2573.9,11704.0,11704.0,2970.0,2926.0,1174.0,854.0,2028.0,582.0,316.0,2926.0
10,62117,80,2569.942857142857,142824.0,142800.0,36396.0,35706.0,13363.0,11578.0,24945.0,6895.0,3866.0,35700.0
10,62117,79,2504.225,848.0,848.0,156.0,150.0,51.0,41.0,92.0,32.0,26.0,150.0
10,62117,76,2573.4357142857148,48352.0,48352.0,12164.0,12088.0,4616.0,3886.0,8502.0,2278.0,1308.0,12088.0
10,62117,77,2609.9285714285716,7352.0,7344.0,1844.0,1838.0,1039.0,512.0,1552.0,214.0,72.0,1836.0
10,62117,75,2530.871428571428,2096.0,2096.0,540.0,524.0,128.0,148.0,276.0,128.0,120.0,524.0
10,62117,74,2513.578571428571,11120.0,11120.0,2876.0,2780.0,494.0,794.0,1288.0,746.0,746.0,2780.0
10,62117,78,2530.7785714285715,131728.0,131688.0,33478.0,32932.0,6943.0,10528.0,17474.0,8741.0,6715.0,32922.0
10,62125,78,2441.035714285714,31768.0,31736.0,8128.0,7942.0,298.0,1123.0,1421.0,1909.0,4611.0,7934.0
10,62125,80,2486.921428571429,3664.0,3664.0,944.0,916.0,106.0,194.0,300.0,228.0,388.0,916.0
10,62158,76,2535.4142857142856,2272.0,2272.0,568.0,568.0,132.0,182.0,314.0,148.0,106.0,568.0
10,62158,78,2481.2214285714285,17776.0,17776.0,4488.0,4444.0,418.0,946.0,1364.0,1366.0,1714.0,4444.0
10,62158,80,2540.8928571428564,2176.0,2176.0,552.0,544.0,168.0,144.0,312.0,124.0,108.0,544.0
10,62166,79,2481.485714285714,2128.0,2128.0,564.0,532.0,74.0,102.0,176.0,126.0,230.0,532.0
10,62166,144,2483.0214285714283,9792.0,9776.0,2550.0,2448.0,372.0,504.0,876.0,598.0,970.0,2444.0
10,62166,80,2515.207142857143,54736.0,54656.0,14250.0,13684.0,3031.0,3454.0,6488.0,3164.0,4031.0,13664.0
10,62166,78,2461.1071428571427,400688.0,399656.0,103002.0,100172.0,7615.0,18594.0,26212.0,26279.0,47682.0,99914.0
10,62166,76,2494.1,62288.0,62160.0,15800.0,15572.0,1857.0,3934.0,5792.0,4445.0,5331.0,15540.0
10,62166,75,2457.5214285714287,3256.0,3240.0,850.0,814.0,52.0,146.0,199.0,188.0,426.0,810.0
10,62166,74,2433.621428571428,47824.0,47608.0,12520.0,11956.0,491.0,1585.0,2079.0,2744.0,7132.0,11902.0
10,62166,77,2534.7666666666664,1760.0,1752.0,432.0,420.0,112.0,124.0,238.0,94.0,88.0,418.0
10,62240,80,2522.733333333333,6678.0,6678.0,1944.0,1908.0,458.0,586.0,1044.0,526.0,338.0,1908.0
10,62240,78,2481.225,12782.0,12775.0,3702.0,3652.0,404.0,874.0,1278.0,1158.0,1214.0,3650.0
10,62257,80,2649.75,376.0,376.0,392.0,376.0,138.0,120.0,258.0,76.0,42.0,376.0
10,62257,76,2637.3,46.0,46.0,48.0,46.0,12.0,12.0,24.0,18.0,4.0,46.0
10,62257,78,2584.2,820.0,818.0,824.0,820.0,118.0,268.0,388.0,202.0,230.0,818.0
10,62265,144,2507.4166666666665,1040.0,1040.0,208.0,204.0,48.0,60.0,108.0,39.0,57.0,204.0
10,62265,80,2532.657142857143,7432.0,7432.0,1888.0,1858.0,462.0,528.0,990.0,436.0,432.0,1858.0
10,62265,76,2586.5,864.0,864.0,123.0,119.0,30.0,33.0,63.0,23.0,33.0,119.0
10,62265,78,2497.5928571428567,73792.0,73784.0,18592.0,18448.0,2312.0,4742.0,7054.0,5240.0,6152.0,18446.0
10,62281,78,2456.871428571428,4440.0,4440.0,1152.0,1110.0,42.0,198.0,240.0,310.0,560.0,1110.0
10,62281,80,2485.3999999999996,672.0,672.0,108.0,106.0,17.0,36.0,53.0,18.0,35.0,106.0
10,62323,78,2458.64,1386.0,1386.0,378.0,378.0,18.0,79.0,97.0,145.0,136.0,378.0
10,62331,78,2459.3333333333335,1918.0,1918.0,564.0,548.0,24.0,118.0,142.0,154.0,252.0,548.0
10,62356,78,2452.258333333333,2884.0,2884.0,824.0,824.0,46.0,134.0,180.0,240.0,404.0,824.0
10,62364,78,2441.3142857142857,28632.0,28616.0,7308.0,7158.0,304.0,1046.0,1351.0,1722.0,4085.0,7154.0
10,62380,78,2428.1416666666664,2212.0,2212.0,632.0,632.0,12.0,86.0,98.0,152.0,382.0,632.0
10,62414,78,2496.807142857143,70936.0,70920.0,17944.0,17734.0,2210.0,4538.0,6749.0,5154.0,5828.0,17730.0
10,62414,74,2500.925,1240.0,1240.0,258.0,257.0,23.0,70.0,93.0,69.0,95.0,257.0
10,62414,80,2551.1357142857137,14424.0,14416.0,3704.0,3606.0,1078.0,1142.0,2222.0,840.0,544.0,3604.0
10,62414,144,2524.0833333333335,2368.0,2368.0,584.0,580.0,160.0,162.0,322.0,158.0,100.0,580.0
10,62414,76,2541.628571428571,10432.0,10424.0,2620.0,2608.0,616.0,854.0,1472.0,700.0,436.0,2606.0
10,62430,76,2516.0071428571428,2016.0,2016.0,524.0,504.0,98.0,130.0,228.0,160.0,116.0,504.0
10,62430,78,2478.721428571429,49656.0,49448.0,12632.0,12414.0,1014.0,2776.0,3791.0,3634.0,4986.0,12362.0
10,62430,80,2514.4285714285716,2504.0,2496.0,640.0,626.0,110.0,168.0,278.0,180.0,166.0,624.0
10,62513,78,2459.7999999999997,3472.0,3472.0,1006.0,992.0,80.0,180.0,260.0,264.0,468.0,992.0
10,62539,78,2444.414285714286,4904.0,4904.0,1312.0,1226.0,32.0,192.0,224.0,324.0,678.0,1226.0
10,62547,78,2433.2000000000003,1890.0,1890.0,544.0,540.0,8.0,72.0,80.0,156.0,304.0,540.0
11,62554,78,2438.3500000000004,798.0,798.0,136.0,136.0,9.0,22.0,31.0,42.0,63.0,136.0
11,62554,80,2504.5333333333333,1022.0,1022.0,244.0,240.0,41.0,95.0,136.0,53.0,51.0,240.0
11,62596,80,2502.6899999999996,1085.0,1085.0,294.0,292.0,61.0,76.0,137.0,83.0,72.0,292.0
11,62638,80,2512.0199999999995,1134.0,1134.0,318.0,306.0,56.0,105.0,161.0,101.0,44.0,306.0
11,62646,78,2491.05,1056.0,1056.0,198.0,194.0,13.0,42.0,55.0,53.0,86.0,194.0
11,62661,78,2450.121428571428,5840.0,5840.0,1508.0,1460.0,50.0,210.0,260.0,412.0,788.0,1460.0
11,62661,80,2487.957142857143,4720.0,4712.0,1252.0,1180.0,114.0,274.0,388.0,378.0,413.0,1178.0
12,62679,80,2515.616666666667,2933.0,2933.0,864.0,838.0,198.0,220.0,418.0,224.0,196.0,838.0
12,62679,78,2499.675,784.0,784.0,168.0,164.0,17.0,41.0,58.0,68.0,38.0,164.0
12,62687,75,2444.9,64.0,64.0,72.0,64.0,0.0,6.0,6.0,8.0,50.0,64.0
12,62687,76,2647.4,52.0,52.0,52.0,52.0,16.0,20.0,36.0,10.0,6.0,52.0
12,62687,78,2514.0,152.0,152.0,156.0,152.0,6.0,28.0,34.0,38.0,80.0,152.0
12,62687,80,2601.5,1016.0,1016.0,1064.0,1016.0,286.0,270.0,556.0,178.0,282.0,1016.0
12,62687,144,2572.15,140.0,140.0,160.0,140.0,32.0,26.0,58.0,26.0,56.0,140.0
12,62703,80,2490.566666666666,861.0,861.0,202.0,200.0,23.0,43.0,66.0,63.0,71.0,200.0
12,62737,80,2455.2333333333336,770.0,770.0,194.0,182.0,11.0,40.0,51.0,70.0,61.0,182.0
12,62745,78,2467.95,630.0,630.0,256.0,252.0,32.0,66.0,98.0,86.0,68.0,252.0
12,62745,80,2490.8875,1925.0,1925.0,792.0,770.0,158.0,246.0,404.0,218.0,148.0,770.0
12,62794,80,2525.25,854.0,854.0,208.0,192.0,57.0,63.0,120.0,62.0,10.0,192.0
12,62810,78,2531.25,206.0,206.0,228.0,206.0,10.0,42.0,52.0,62.0,92.0,206.0
12,62810,80,2590.15,604.0,604.0,636.0,604.0,102.0,184.0,286.0,158.0,160.0,604.0
12,62810,144,2566.05,60.0,60.0,60.0,60.0,8.0,14.0,22.0,16.0,22.0,60.0
12,62828,80,2551.5916666666667,2226.0,2226.0,640.0,636.0,206.0,230.0,436.0,146.0,54.0,636.0
12,62885,80,2532.4249999999997,1428.0,1428.0,408.0,408.0,82.0,168.0,250.0,80.0,78.0,408.0
12,62893,144,2507.05,490.0,490.0,92.0,92.0,36.0,24.0,60.0,22.0,10.0,92.0
12,62893,80,2559.458333333333,2954.0,2954.0,860.0,844.0,352.0,260.0,612.0,160.0,72.0,844.0
12,62901,75,2415.4785714285713,6552.0,6528.0,1796.0,1638.0,34.0,172.0,206.0,293.0,1139.0,1632.0
12,62950,80,2488.916666666666,6461.0,6440.0,1884.0,1846.0,313.0,445.0,758.0,499.0,587.0,1840.0
12,62950,144,2482.34,1050.0,1050.0,282.0,282.0,30.0,65.0,95.0,103.0,84.0,282.0
12,62950,78,2456.5666666666666,1428.0,1428.0,416.0,408.0,44.0,72.0,116.0,98.0,194.0,408.0
12,62950,75,2432.7000000000003,938.0,938.0,222.0,214.0,13.0,29.0,42.0,75.0,97.0,214.0
12,62976,78,2465.2916666666665,1134.0,1134.0,328.0,324.0,22.0,68.0,90.0,88.0,146.0,324.0
12,62976,80,2522.3333333333335,2856.0,2856.0,828.0,816.0,156.0,308.0,464.0,218.0,134.0,816.0
12,63008,80,2461.4500000000003,1904.0,1904.0,564.0,544.0,24.0,86.0,110.0,200.0,234.0,544.0
12,63024,80,2489.316666666667,1505.0,1505.0,444.0,430.0,42.0,128.0,170.0,132.0,128.0,430.0
12,63032,78,2442.8,980.0,980.0,222.0,216.0,24.0,48.0,72.0,49.0,95.0,216.0
12,63032,80,2506.866666666667,2184.0,2184.0,632.0,624.0,90.0,172.0,262.0,170.0,192.0,624.0
12,63040,80,2498.6071428571427,4872.0,4856.0,1268.0,1218.0,150.0,286.0,436.0,406.0,372.0,1214.0
12,63040,78,2464.35,872.0,872.0,148.0,140.0,10.0,30.0,40.0,43.0,57.0,140.0
12,63057,80,2519.4583333333335,1365.0,1358.0,400.0,390.0,80.0,120.0,202.0,126.0,62.0,388.0
13,63073,78,2470.4833333333336,32627.0,32627.0,9406.0,9322.0,762.0,1984.0,2746.0,2928.0,3648.0,9322.0
13,63073,80,2502.1916666666666,1533.0,1533.0,446.0,438.0,66.0,132.0,198.0,126.0,114.0,438.0
13,63081,78,2559.55,1576.0,1576.0,1612.0,1576.0,190.0,424.0,614.0,400.0,562.0,1576.0
13,63081,80,2586.05,140.0,140.0,144.0,140.0,36.0,34.0,70.0,22.0,48.0,140.0
13,63099,78,2455.585714285714,75432.0,75408.0,19712.0,18858.0,1186.0,3124.0,4310.0,4991.0,9556.0,18852.0
13,63107,78,2496.128571428571,8472.0,8472.0,2140.0,2118.0,260.0,486.0,746.0,622.0,750.0,2118.0
13,63115,80,2615.1,128.0,128.0,128.0,128.0,34.0,46.0,80.0,16.0,32.0,128.0
13,63115,78,2572.9,5184.0,5160.0,3552.0,3454.0,507.0,949.0,1456.0,864.0,1134.0,3438.0
13,63115,76,2710.95,48.0,48.0,48.0,48.0,28.0,16.0,44.0,4.0,0.0,48.0
13,63123,78,2478.2833333333333,41664.0,41545.0,12206.0,11904.0,1300.0,2869.0,4170.0,3524.0,4207.0,11870.0
13,63123,80,2542.94,1365.0,1351.0,372.0,370.0,95.0,130.0,225.0,76.0,67.0,366.0
13,63131,78,2510.166666666667,10717.0,10647.0,3092.0,3062.0,514.0,1024.0,1538.0,852.0,669.0,3042.0
13,63149,78,2509.807142857143,11648.0,11632.0,2968.0,2912.0,436.0,806.0,1243.0,872.0,794.0,2908.0
13,63149,80,2585.9166666666665,1248.0,1248.0,254.0,246.0,73.0,89.0,162.0,46.0,38.0,246.0
13,63164,78,2517.1857142857143,28784.0,28784.0,7246.0,7196.0,990.0,2226.0,3216.0,2418.0,1562.0,7196.0
13,63164,80,2546.264285714286,4480.0,4480.0,1124.0,1120.0,292.0,368.0,660.0,294.0,166.0,1120.0
13,63172,80,2612.15,672.0,672.0,126.0,118.0,32.0,41.0,73.0,33.0,12.0,118.0
13,63180,80,2565.0666666666666,1470.0,1470.0,432.0,420.0,160.0,164.0,324.0,76.0,20.0,420.0
13,63180,78,2529.2916666666665,10626.0,10626.0,3060.0,3036.0,664.0,1128.0,1792.0,820.0,424.0,3036.0
13,63198,78,2455.9,3871.0,3871.0,1140.0,1106.0,80.0,214.0,294.0,310.0,502.0,1106.0
13,63198,80,2555.85,518.0,518.0,116.0,96.0,26.0,26.0,52.0,13.0,31.0,96.0
13,63214,78,2438.964285714286,2696.0,2696.0,712.0,674.0,22.0,90.0,112.0,176.0,386.0,674.0
13,63214,75,2445.75,3088.0,3080.0,816.0,772.0,36.0,92.0,128.0,198.0,445.0,770.0
13,63222,78,2472.4916666666663,2541.0,2541.0,728.0,726.0,74.0,164.0,238.0,212.0,276.0,726.0
13,63230,78,2454.733333333333,3185.0,3185.0,936.0,910.0,32.0,188.0,220.0,272.0,418.0,910.0
14,63289,78,2493.5699999999997,1312.0,1312.0,304.0,298.0,8.0,63.0,71.0,109.0,118.0,298.0
14,63305,80,2541.175,798.0,798.0,170.0,164.0,64.0,43.0,107.0,42.0,15.0,164.0
