School Name,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,Total Race/Ethnicity,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio
EL ORO WAY CHARTER FOR ENRICHED STUDIES,Los Angeles Unified,622710,6037,,50,141,15,256,,25,,20,24.35
EL PORTAL ELEMENTARY,Lowell Joint,623010,6059,1,14,348,8,125,3,8,,19,26.68
EL PORTAL MIDDLE,Escalon Unified,612840,6077,1,16,289,,262,1,19,,26.53,22.16
EL POTRERO PRE-SCHOOL,Val Verde Unified,691135,6065,,,,,,,,,,
EL PUENTE,Salinas Union High,633980,6053,1,6,329,5,21,1,0,,13.25,27.4
EL PUENTE HIGH,Firebaugh-Las Deltas Unified,613840,6019,0,0,12,0,0,0,0,,1.9,6.32
EL RANCHO CHARTER,Orange Unified,628650,6059,5,274,213,16,630,2,64,,44.01,27.36
EL RANCHO HIGH,El Rancho Unified,612180,6037,,20,2463,2,22,,1,,106.33,23.59
EL RINCON ELEMENTARY,Culver City Unified,610260,6037,1,48,185,163,97,3,55,,26,21.23
EL ROBLE ELEMENTARY,Gilroy Unified,615180,6085,,26,455,5,160,1,30,,24,28.21
EL ROBLE INTERMEDIATE,Claremont Unified,608760,6037,1,114,460,60,395,4,74,,45.31,24.45
EL RODEO ELEMENTARY,Beverly Hills Unified,604830,6037,1,62,39,22,496,2,21,,39.15,16.42
EL SAUSAL MIDDLE,Salinas Union High,633980,6053,1,6,1032,3,14,,,,46,22.96
EL SEGUNDO HIGH,El Segundo Unified,612210,6037,3,98,288,73,604,4,121,,51.59,23.09
EL SEGUNDO MIDDLE,El Segundo Unified,612210,6037,3,63,142,33,450,7,123,,34.2,24.01
EL SERENO ALTERNATIVE EDUCATION,San Juan Unified,634620,6067,6,1,40,10,136,4,6,,12.59,16.12
EL SERENO ELEMENTARY,Los Angeles Unified,622710,6037,,7,357,,6,,2,,16,23.25
EL SERENO MIDDLE,Los Angeles Unified,622710,6037,2,66,1135,13,20,1,6,,58.84,21.13
EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,Santa Ana Unified,635310,6059,5,11,856,7,19,,8,,41.3,21.94
EL TEJON ELEMENTARY,El Tejon Unified,600026,6029,8,2,90,2,115,1,6,,9.33,24.01
EL TORO HEALTH SCIENCE ACADEMY,Morgan Hill Unified,625830,6085,2,34,211,6,91,,20,,14.5,25.1
EL TORO HIGH,Saddleback Valley Unified,633860,6059,6,304,829,54,1150,4,139,,101.55,24.48
EL TOYON ELEMENTARY,National Elementary,626670,6073,,42,424,8,14,5,9,,20.5,24.49
EL VERANO ELEMENTARY,Sonoma Valley Unified,637200,6097,,2,316,1,79,1,18,,16.5,25.27
EL VISTA ELEMENTARY,Modesto City Elementary,625130,6099,1,14,241,20,89,4,22,,18,21.72
ELBOW CREEK ELEMENTARY,Visalia Unified,641160,6107,3,7,369,1,127,,11,,18,28.78
ELDER CREEK ELEMENTARY,Sacramento City Unified,633840,6067,1,411,253,42,22,19,16,,27,28.3
ELDERBERRY ELEMENTARY,Ontario-Montclair,628470,6071,14,23,727,18,37,2,1,,31,26.52
ELDRIDGE ELEMENTARY,Hayward Unified,616740,6001,2,69,314,39,13,27,12,,17.1,27.84
ELEANOR J. TOLL MIDDLE,Glendale Unified,615240,6037,1,178,240,15,790,1,18,,53.19,23.37
ELEANOR MURRAY FALLON,Dublin Unified,600019,6001,2,1000,82,44,238,3,103,,61.65,23.88
ELEANOR ROOSEVELT COMMUNITY LEARNING CENTER,Tulare County Office of Education,691045,6107,1,2,64,2,179,,32,,12.01,23.31
ELEANOR ROOSEVELT HIGH,Corona-Norco Unified,609850,6065,11,839,1958,526,760,16,77,,165.27,25.33
ELEVATE ELEMENTARY,San Diego Unified,634320,6073,,7,58,3,101,1,48,,9.51,22.92
ELIHU BEARD ELEMENTARY,Modesto City Elementary,625130,6099,1,13,185,19,117,,41,,17,22.12
ELIM ELEMENTARY,Hilmar Unified,617220,6047,7,7,356,5,584,,18,,41.75,23.4
ELINOR LINCOLN HICKEY JR./SR. HIGH,Sacramento County Office of Education,691027,6067,3,2,32,34,20,,6,,5,19.4
ELIOT ELEMENTARY,Gilroy Unified,615180,6085,4,4,475,,6,,4,,19,25.95
ELISE P. BUCKINGHAM CHARTER MAGNET HIGH,Vacaville Unified,640590,6095,4,41,92,40,253,2,52,,25.13,19.26
ELITE ACADEMY,Grossmont Union High,616230,6073,1,0,12,7,19,1,3,,3.6,11.94
ELITHA DONNER ELEMENTARY,Elk Grove Unified,612330,6067,6,142,223,97,136,3,87,,28,24.79
ELIZABETH LEARNING CENTER,Los Angeles Unified,622710,6037,6,5,1712,7,30,1,4,,76,23.22
ELIZABETH PINKERTON MIDDLE,Elk Grove Unified,612330,6067,4,332,269,132,281,9,107,,52.03,21.8
ELIZABETH T. HUGHBANKS ELEMENTARY,Rialto Unified,632370,6071,3,9,450,84,37,1,1,,21,27.86
ELIZABETH TERRONEZ MIDDLE,Fresno Unified,614550,6019,3,125,471,65,19,1,5,,37.95,18.16
ELIZABETH USTACH MIDDLE,Sylvan Union Elementary,638670,6099,4,175,465,35,373,17,29,,43.9,25.01
ELK CREEK,Del Norte County Office of Education,691063,6015,1,0,0,1,3,0,0,,1,5
ELK CREEK ELEMENTARY,Stony Creek Joint Unified,638070,6021,17,,3,,25,,4,,3,16.33
ELK CREEK JUNIOR-SENIOR HIGH,Stony Creek Joint Unified,638070,6021,22,,2,,13,,2,,4.5,8.67
ELK GROVE CHARTER,Elk Grove Unified,612330,6067,1,22,93,53,77,5,36,,13.6,21.1
ELK GROVE ELEMENTARY,Elk Grove Unified,612330,6067,2,211,169,57,324,13,95,,35,24.89
ELK GROVE HIGH,Elk Grove Unified,612330,6067,17,268,445,108,764,28,190,,81.62,22.3
ELK HILLS ELEMENTARY,Elk Hills Elementary,612360,6029,1,,20,4,156,,4,,9,20.56
ELKHORN,Lodi Unified,622230,6077,2,136,58,5,57,,11,,9.91,27.14
ELKHORN ELEMENTARY,North Monterey County Unified,627590,6053,4,14,561,4,96,,13,,28.5,24.28
ELKHORN VILLAGE ELEMENTARY,Washington Unified,641580,6113,1,31,543,28,43,2,13,,30,22.03
ELKINS ELEMENTARY,Elkins Elementary,612420,6103,1,,3,,11,,,,1,15
ELLA BARKLEY HIGH,Hamilton Unified,601339,6021,0,0,9,0,0,0,2,,1.67,6.59
ELLA ELEMENTARY,Marysville Joint Unified,624090,6115,13,46,349,14,162,,15,,24,24.96
ELLEN FEICKERT ELEMENTARY,Elk Grove Unified,612330,6067,3,76,157,46,275,9,73,,29,22.03
ELLEN FLETCHER MIDDLE,Palo Alto Unified,629610,6085,1,276,100,11,261,,66,,48.8,14.65
ELLEN OCHOA LEARNING CENTER,Los Angeles Unified,622710,6037,1,,1313,4,20,1,,,57,23.49
ELLEN OCHOA PREP ACADEMY,El Rancho Unified,612180,6037,0,1,70,0,0,0,0,,6,11.83
ELLERHORST ELEMENTARY,West Contra Costa Unified,632550,6013,2,36,153,44,111,2,18,,15,24.4
ELLERTH E. LARSON ELEMENTARY,Lodi Unified,622230,6077,1,70,296,14,361,4,50,,33,24.12
ELLINGTON (DUKE) HIGH (CONTINUATION),Los Angeles Unified,622710,6037,,,29,40,1,,2,,6,12
ELLIOTT (WILLIAM F) ELEMENTARY,ABC Unified,601620,6037,2,200,195,47,85,7,23,,20,27.95
ELLIOTT RANCH ELEMENTARY,Elk Grove Unified,612330,6067,1,350,159,66,213,2,129,,37,24.86
ELLIS ELEMENTARY,Sunnyvale,638460,6085,9,329,227,12,117,4,46,,31.13,23.9
ELLWOOD ELEMENTARY,Goleta Union Elementary,615510,6083,2,35,239,4,118,,18,,21,19.81
ELM HIGH,Washington Unified,601415,6019,6,7,71,19,18,,,,1.75,69.14
ELM STREET ELEMENTARY,Bishop Unified,601409,6027,50,3,170,2,164,,35,,16.25,26.09
ELM STREET ELEMENTARY,Oxnard,629220,6111,,5,655,,11,2,2,,26.5,25.47
ELMER WOOD ELEMENTARY,Atwater Elementary,603420,6047,6,9,348,10,146,1,17,,16,33.56
ELMHURST COMMUNITY PREP,Oakland Unified,628050,6001,,8,240,113,5,11,6,,22.11,17.32
ELMHURST ELEMENTARY,Ventura Unified,640980,6111,,18,316,7,152,,25,,23,22.52
ELMWOOD ELEMENTARY,Stockton Unified,638010,6077,6,10,731,6,63,2,6,,24.36,33.83
ELSA WIDENMANN ELEMENTARY,Vallejo City Unified,640740,6095,,60,218,115,16,7,11,,18,23.72
ELSIE ALLEN HIGH,Santa Rosa High,635830,6097,9,74,854,16,112,2,26,,53.9,20.28
ELSINORE ELEMENTARY,Lake Elsinore Unified,600027,6065,2,6,490,14,49,,14,,25.5,22.55
ELSINORE HIGH,Lake Elsinore Unified,600027,6065,12,75,1088,90,638,6,136,,86.1,23.75
ELSINORE MIDDLE,Lake Elsinore Unified,600027,6065,1,37,575,29,138,2,30,,34.8,23.33
ELVERTA ELEMENTARY,Elverta Joint Elementary,612600,6067,2,8,43,11,83,,7,,6,25.67
ELWIN ELEMENTARY,Baldwin Park Unified,603690,6037,1,22,414,,3,,,,19,23.16
ELWOOD J. KEEMA HIGH,Twin Rivers Unified,601332,6067,7,19,166,40,122,10,25,,37.15,10.47
ELYSIAN HEIGHTS ELEMENTARY,Los Angeles Unified,622710,6037,1,13,186,8,55,,7,,11,24.55
EMBLEM ACADEMY,Saugus Union,635970,6037,1,124,210,32,353,4,22,,32,23.31
EMELITA STREET ELEMENTARY,Los Angeles Unified,622710,6037,,24,188,26,136,2,11,,17,22.76
EMERALD MIDDLE,Cajon Valley Union,606810,6073,1,16,148,45,308,3,16,,25.8,20.81
EMERSON (RALPH WALDO) ELEMENTARY,Garvey Elementary,614940,6037,2,307,196,1,16,,4,,20,26.3
EMERSON COMMUNITY CHARTER,Los Angeles Unified,622710,6037,2,53,242,130,176,,19,,26,23.92
EMERSON ELEMENTARY,Compton Unified,609620,6037,,1,411,132,4,4,18,,20,28.5
EMERSON ELEMENTARY,Riverside Unified,633150,6065,7,31,551,123,96,1,23,,33.4,24.91
EMERSON ELEMENTARY,Oakland Unified,628050,6001,1,43,50,168,35,,23,,14.8,21.62
EMERSON ELEMENTARY,Berkeley Unified,604740,6001,,29,58,51,115,,51,,15,20.27
EMERSON MIDDLE,Pomona Unified,631320,6037,1,18,586,23,10,,2,,28.84,22.19
EMERSON MIDDLE,Bakersfield City,603630,6029,3,11,500,138,57,3,13,,31.01,23.38
EMERSON PARKSIDE ACADEMY,Long Beach Unified,622500,6037,2,35,172,37,229,1,77,,20,27.65
EMERSON/BANDINI ELEMENTARY,San Diego Unified,634320,6073,,6,511,30,5,,16,,24,23.67
EMERY PARK ELEMENTARY,Alhambra Unified,600153,6037,1,56,363,6,14,,14,,20.5,22.15
EMERY SECONDARY,Emery Unified,612630,6001,,26,33,94,17,1,6,,14,12.64
EMERYVILLE PRESCHOOL STUDENTS,Emery Unified,612630,6001,,,,,,,,,,
EMILIE J. ROSS MIDDLE,Hughson Unified,600060,6099,2,4,264,1,202,,9,,18.34,26.28
EMILIE RITCHEN ELEMENTARY,Oxnard,629220,6111,1,12,569,11,40,1,5,,26,24.58
EMMA C. SMITH ELEMENTARY,Livermore Valley Joint Unified,622110,6001,1,115,141,2,407,2,96,,28.9,26.44
EMMA W. SHUEY ELEMENTARY,Rosemead Elementary,633570,6037,2,302,170,1,7,,16,,21,23.71
EMMA WILSON ELEMENTARY,Chico Unified,608370,6007,7,43,128,20,321,4,31,,23,24.09
EMMERTON ELEMENTARY,San Bernardino City Unified,634170,6071,3,13,342,86,36,,43,,20,26.15
EMMETT S. FINLEY ELEMENTARY,Holtville Unified,617430,6025,,1,510,2,34,,3,,26,21.15
EMORY ELEMENTARY,South Bay Union,637380,6073,,74,389,21,36,3,29,,23,24
EMPEROR ELEMENTARY,Temple City Unified,638980,6037,,453,131,5,63,,35,,28,24.54
EMPIRE ELEMENTARY,Empire Union Elementary,612690,6099,3,1,273,4,66,1,13,,14,25.79
EMPIRE GARDENS ELEMENTARY,San Jose Unified,634590,6085,1,15,297,5,11,6,5,,16,21.25
EMPIRE OAKS ELEMENTARY,Folsom-Cordova Unified,613890,6067,2,109,45,4,320,5,36,,23,22.65
EMPIRE SPRINGS CHARTER,Helendale Elementary,616860,6071,1,31,299,24,471,1,83,,35.89,25.36
EMPOWER CHARTER,San Diego Unified,634320,6073,,2,90,7,10,,4,,5,22.6
EMPOWER GENERATIONS,Acton-Agua Dulce Unified,600001,6037,0,0,7,3,1,0,0,,6,1.83
EMPOWERING POSSIBILITIES INTERNATIONAL CHARTER,Yolo County Office of Education,691049,6113,,2,2,1,314,,,,9.5,33.58
EMPRESA ELEMENTARY,Vista Unified,641190,6073,1,54,288,18,356,9,73,,31,25.77
ENADIA WAY TECHNOLOGY CHARTER,Los Angeles Unified,622710,6037,,30,147,19,51,,9,,11,23.27
ENCANTO ELEMENTARY,San Diego Unified,634320,6073,2,18,368,42,14,,28,,22,21.45
ENCHANTED HILLS ELEMENTARY,Perris Elementary,630180,6065,,3,521,9,24,,,,24,23.21
ENCINA PREPARATORY HIGH,San Juan Unified,634620,6067,16,128,385,245,179,13,22,,55.05,17.95
ENCINAL ELEMENTARY,Menlo Park City Elementary,624570,6081,1,82,109,9,356,9,75,,36.95,17.35
ENCINAL ELEMENTARY,Live Oak Unified,622050,6101,1,10,53,,42,,10,,5,23.2
ENCINAL JUNIOR/SENIOR HIGH,Alameda Unified,601770,6001,6,508,220,210,290,13,96,,66.55,20.18
ENCINITA ELEMENTARY,Rosemead Elementary,633570,6037,,104,205,,8,,33,,17.7,19.77
ENCINO CHARTER ELEMENTARY,Los Angeles Unified,622710,6037,,54,93,34,341,3,39,,23,24.52
ENCOMPASS ACADEMY ELEMENTARY,Oakland Unified,628050,6001,,13,216,67,12,1,6,,12,26.25
ENCORE HIGH SCHOOL FOR THE ARTS - RIVERSIDE,Riverside Unified,633150,6065,7,9,270,111,284,4,22,,26,27.19
ENCORE JR./SR. HIGH SCH FOR THE PERF AND VISUAL ARTS,Hesperia Unified,600014,6071,10,30,563,112,326,7,37,,39.6,27.4
ENDEAVOR ALTERNATIVE,Ceres Unified,608130,6099,2,7,130,4,37,0,3,,5.54,33.03
ENDEAVOR COLLEGE PREPARATORY CHARTER,Los Angeles Unified,622710,6037,2,2,594,,2,,1,,33,18.21
ENDEAVOUR ELEMENTARY,Fruitvale Elementary,614700,6029,15,35,298,20,394,2,21,,28.67,27.38
ENDEAVOUR MIDDLE,Lancaster Elementary,620880,6037,2,32,342,200,134,1,14,,37.13,19.53
ENDEAVOUR SCHOOL OF EXPLORATION,Victor Elementary,641040,6071,7,36,306,30,310,3,18,,26.16,27.14
ENDERS ELEMENTARY,Garden Grove Unified,614880,6059,1,78,203,1,201,3,25,,22,23.27
ENGR AND TECH ACAD AT ESTEBAN E. TORRES HIGH #3,Los Angeles Unified,622710,6037,1,2,391,,,,,,21.33,18.47
ENRIQUE CAMARENA JR. HIGH,Calexico Unified,606900,6025,,6,675,,2,,,,29.2,23.39
ENSLEN ELEMENTARY,Modesto City Elementary,625130,6099,2,4,136,14,193,,52,,17,23.59
ENTERPRISE ALTERNATIVE,Clovis Unified,609030,6019,0,5,36,2,42,0,4,,5.61,15.86
ENTERPRISE ELEMENTARY,Eastside Union Elementary,611910,6037,2,20,396,229,53,1,41,,34,21.82
ENTERPRISE HIGH,Kerman Unified,619490,6019,0,0,40,1,8,0,0,,5.24,9.35
ENTERPRISE HIGH,Shasta Union High,636600,6089,41,119,229,34,687,4,70,,55,21.53
ENTERPRISE MIDDLE,Compton Unified,609620,6037,,,235,135,4,3,3,,16.5,23.03
ENTERPRISE PLUS,Shasta Union High,636600,6089,2,3,14,2,21,,3,,2,22.5
ENTERPRISE SECONDARY,Madera County Office of Education,691017,6039,0,0,10,0,0,0,0,,0.08,125
ENV ACAD OF RESEARCH TECH AND EARTH SCIS,Conejo Valley Unified,609640,6111,2,91,133,7,280,1,29,,22,24.68
ENVIRONMENTAL AND SOCIAL POLICY MAGNET,Los Angeles Unified,622710,6037,2,10,195,5,4,,,,11,19.64
ENVIRONMENTAL CHARTER HIGH,Lawndale Elementary,621210,6037,1,22,408,43,20,,18,,29,17.66
ENVIRONMENTAL CHARTER MIDDLE,Los Angeles County Office of Education,691078,6037,1,17,279,52,4,,2,,18,19.72
ENVIRONMENTAL CHARTER MIDDLE - INGLEWOOD,Los Angeles County Office of Education,691078,6037,,,216,29,2,,,,11.5,21.48
ENVISION ACADEMY FOR ARTS & TECHNOLOGY,Alameda County Office of Education,691051,6001,5,9,212,150,18,5,4,,20,20.15
EPIC CHARTER,Oakland Unified,628050,6001,4,13,341,63,8,,4,,14.86,29.14
EPIC CHARTER,Orange County Department of Education,691024,6059,0,9,25,12,18,0,10,,3.7,20
EPIC DE CESAR CHAVEZ,Nevada County Office of Education,691023,6029,1,0,267,23,18,0,1,,12.6,24.6
EPIPHANY PREP CHARTER,Escondido Union,612880,6073,0,1,307,2,6,0,0,,12,26.33
EPIPHANY PREP CHARTER,San Diego Unified,634320,6073,1,1,181,14,12,,8,,6,36.17
EQUITAS ACADEMY #2,Los Angeles Unified,622710,6037,,4,387,8,,,,,16,24.94
EQUITAS ACADEMY #3 CHARTER,Los Angeles Unified,622710,6037,0,0,164,8,2,0,0,,7,24.86
EQUITAS ACADEMY 4,Los Angeles Unified,622710,6037,,,,,,,,,,
EQUITAS ACADEMY CHARTER,Los Angeles Unified,622710,6037,0,9,432,4,3,0,1,,17,26.41
ERIC BIRCH HIGH (CONTINUATION),Fontana Unified,613920,6071,0,3,227,23,11,0,0,,18.93,13.95
ERIC WHITE ELEMENTARY,Selma Unified,636270,6019,,7,483,,6,,,,19.51,25.42
ERICSON ELEMENTARY,Fresno Unified,614550,6019,5,129,487,70,40,5,17,,33,22.82
ERICSON ELEMENTARY,San Diego Unified,634320,6073,,323,125,29,116,2,92,,28,24.54
ERLE STANLEY GARDNER MIDDLE,Temecula Valley Unified,600028,6065,15,140,348,47,471,3,131,,47.41,24.36
ERMA B. REESE ELEMENTARY,Lodi Unified,622230,6077,3,31,200,3,380,1,30,,27,24
ERMA DUNCAN POLYTECHNICAL HIGH,Fresno Unified,614550,6019,4,243,732,39,45,3,7,,41.5,25.86
ERNEST GARCIA ELEMENTARY,Rialto Unified,632370,6071,3,18,590,31,17,4,4,,25.5,26.16
ERNEST KIMME CHARTER ACADEMY FOR INDEPENDENT LEARNING,Vacaville Unified,640590,6095,1,5,68,22,96,1,22,,9.5,22.63
ERNEST LAWRENCE MIDDLE,Los Angeles Unified,622710,6037,3,348,754,69,257,6,22,,49,29.78
ERNEST O. LAWRENCE ELEMENTARY,Garden Grove Unified,614880,6059,2,161,359,8,30,,11,,26,21.96
ERNEST P. WILLENBERG SPECIAL EDUCATION CENTER,Los Angeles Unified,622710,6037,4,20,90,24,25,0,5,,24,7
ERNEST R. GEDDES ELEMENTARY,Baldwin Park Unified,603690,6037,,27,603,4,2,,,,29,21.93
ERNEST RIGHETTI HIGH,Santa Maria Joint Union High,635670,6083,13,93,1368,45,576,5,80,,94.29,23.12
ERNEST S. MCBRIDE SR. HIGH,Long Beach Unified,622500,6037,2,81,299,80,213,4,53,,27,27.11
ERNESTO GALARZA ELEMENTARY,San Jose Unified,634590,6085,1,19,373,16,21,5,15,,19,23.68
ERNIE PYLE ELEMENTARY,Bellflower Unified,604440,6037,5,33,368,74,13,3,5,,21,23.86
ERWIN ELEMENTARY,Los Angeles Unified,622710,6037,,12,455,25,224,2,4,,31,23.29
ESCALON CHARTER ACADEMY,Escalon Unified,612840,6077,,6,91,,185,,7,,9.03,32
ESCALON HIGH,Escalon Unified,612840,6077,1,20,393,5,385,,10,,37.47,21.72
ESCALONA ELEMENTARY,Norwalk-La Mirada Unified,627690,6037,1,57,417,7,97,1,17,,23,25.96
ESCONDIDO CHARTER HIGH,Escondido Union High,612910,6073,4,64,313,24,359,2,36,,47.06,17.04
ESCONDIDO ELEMENTARY,Palo Alto Unified,629610,6085,4,84,157,19,222,,49,,30.2,17.72
ESCONDIDO HIGH,Escondido Union High,612910,6073,8,128,1783,72,376,5,9,,105.8,22.5
ESCUELA POPULAR ACCELERATED FAMILY LEARNING,East Side Union High,611820,6085,8,,347,3,,,1,,19.2,18.7
ESCUELA POPULAR/CENTER FOR TRAINING AND CAREERS FAMILY LRNG,East Side Union High,611820,6085,,,713,,,,1,,9.5,75.16
ESHELMAN AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,3,28,382,82,69,4,18,,25,23.44
ESPARTO ELEMENTARY,Esparto Unified,612930,6113,4,5,325,6,66,1,9,,16.5,25.21
ESPARTO HIGH,Esparto Unified,612930,6113,1,4,215,3,72,,1,,16.11,18.37
ESPARTO MIDDLE,Esparto Unified,612930,6113,,3,176,1,57,1,3,,8.5,28.35
ESPERANZA EDUCATION CENTER,Saddleback Valley Unified,633860,6059,,7,28,2,68,1,3,,8,13.63
ESPERANZA ELEMENTARY,Los Angeles Unified,622710,6037,1,4,776,18,19,1,4,,36,22.86
ESPERANZA ELEMENTARY,Westside Union Elementary,642120,6037,,69,508,127,344,1,67,,39,28.62
ESPERANZA ELEMENTARY,Oakland Unified,628050,6001,,1,327,4,1,,4,,14,24.07
ESPERANZA HIGH,Cutler-Orosi Joint Unified,610350,6107,0,0,13,0,2,0,0,,1.24,12.1
ESPERANZA HIGH,Placentia-Yorba Linda Unified,630660,6059,2,161,462,28,1003,1,37,,66.68,25.4
ESPERANZA HIGH (CONTINUATION),Gridley Unified,600051,6007,0,0,17,1,5,0,1,,1.9,12.63
ESPLANADE ELEMENTARY,Orange Unified,628650,6059,,10,339,5,7,1,3,,14,26.07
ESTANCIA HIGH,Newport-Mesa Unified,627240,6059,3,36,989,9,242,13,8,,54.41,23.89
ESTEBAN TORRES EAST LA PERFORMING ARTS MAGNET,Los Angeles Unified,622710,6037,2,,398,15,9,,,,20.33,20.86
ESTHER L. WALTER,Magnolia Elementary,623430,6059,10,67,476,11,42,13,6,,24.5,25.51
ESTHER LINDSTROM ELEMENTARY,Bellflower Unified,604440,6037,8,132,372,114,180,12,54,,36,24.22
ESTRELLA ELEMENTARY,Los Angeles Unified,622710,6037,,,488,40,7,,2,,23,23.35
ESTRELLITA CONTINUATION HIGH,Galt Joint Union High,614820,6067,0,0,11,0,4,0,0,,0.67,22.39
ESTUDILLO ELEMENTARY,San Jacinto Unified,634440,6065,57,5,462,46,80,5,30,,25,27.4
ETHAN A CHASE MIDDLE,Romoland Elementary,633390,6065,,40,851,69,228,6,14,,49.26,24.52
ETHAN B. ALLEN ELEMENTARY,Garden Grove Unified,614880,6059,,648,55,,38,1,37,,29,26.86
ETHEL DWYER MIDDLE,Huntington Beach City Elementary,618030,6059,5,147,304,5,746,4,106,,47.91,27.49
ETHEL I. BAKER ELEMENTARY,Sacramento City Unified,633840,6067,1,91,435,81,22,53,29,,28,25.43
ETHEL KUCERA MIDDLE,Rialto Unified,632370,6071,1,17,904,147,57,4,17,,45.31,25.31
ETHEL M. EVANS ELEMENTARY,Garden Grove Unified,614880,6059,,191,310,3,10,1,8,,20,26.15
ETHEL PHILLIPS ELEMENTARY,Sacramento City Unified,633840,6067,1,35,396,41,26,5,19,,22.5,23.24
ETIWANDA COLONY ELEMENTARY,Etiwanda Elementary,612960,6071,3,99,402,91,286,1,53,,34.5,27.1
ETIWANDA COMMUNITY DAY,Etiwanda Elementary,612960,6071,0,1,1,1,1,0,0,,1,4
ETIWANDA HIGH,Chaffey Joint Union High,608160,6071,7,405,1782,566,652,16,158,,137.92,26
ETIWANDA INTERMEDIATE,Etiwanda Elementary,612960,6071,2,213,625,175,274,8,76,,52.1,26.35
ETNA COMMUNITY DAY,Scott Valley Unified,600159,6093,0,0,0,0,0,0,0,,,
ETNA ELEMENTARY,Scott Valley Unified,600159,6093,5,1,18,,123,1,31,,8.05,22.24
ETNA UNION HIGH,Scott Valley Unified,600159,6093,18,6,22,4,130,1,7,,12.8,14.69
EUCALYPTUS,Hawthorne,616680,6037,7,39,753,163,19,18,3,,42,23.86
EUCALYPTUS ELEMENTARY,Hesperia Unified,600014,6071,,2,481,14,23,,136,,26,25.23
EUCALYPTUS HILLS ELEMENTARY,Lakeside Union Elementary,620790,6073,2,2,42,,64,,9,,5,23.8
EUCLID AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,3,,707,1,36,1,7,,35,21.57
EUCLID ELEMENTARY,Ontario-Montclair,628470,6071,1,7,706,3,7,,1,,29.14,24.88
EUCLID ELEMENTARY,San Diego Unified,634320,6073,,75,338,39,8,3,13,,21.8,21.83
EUGENE PADAN ELEMENTARY,Vacaville Unified,640590,6095,2,28,350,42,128,4,38,,24.8,23.87
EUNICE SATO ACADEMY OF MATH & SCIENCE,Long Beach Unified,622500,6037,1,55,71,16,63,4,14,,12,18.67
EUREKA COMMUNITY,Humboldt County Office of Education,691009,6023,8,0,9,2,26,0,3,,3,16
EUREKA SENIOR HIGH,Eureka City Schools,600052,6023,58,130,207,27,593,14,73,,50.68,21.74
EV CAIN MIDDLE,Auburn Union Elementary,603480,6061,6,14,188,10,431,,38,,29.6,23.21
EVANGELINE ROBERTS INSTITUTE OF LEARNING,San Diego Unified,634320,6073,,,33,83,,1,13,,4.75,27.37
EVANS RANCH ELEMENTARY,Menifee Union Elementary,624540,6065,3,27,291,27,299,3,36,,28,24.5
EVELYN CARR ELEMENTARY,Torrance Unified,639420,6037,,104,133,25,39,8,26,,13,25.77
EVELYN HANSHAW MIDDLE,Modesto City Elementary,625130,6099,2,24,743,13,31,,30,,35.05,24.05
EVEREST PUBLIC HIGH,Sequoia Union High,636390,6081,,16,247,2,85,5,49,,12,33.67
EVEREST VALUE,Los Angeles Unified,622710,6037,1,4,228,4,1,,2,,9,26.67
EVERETT A. REA ELEMENTARY,Newport-Mesa Unified,627240,6059,,6,437,,7,,1,,19,23.74
EVERETT ALVAREZ HIGH,Salinas Union High,633980,6053,,98,2184,23,216,4,22,,106.75,23.86
EVERETT MIDDLE,San Francisco Unified,634410,6075,,40,343,46,135,2,44,,32,19.06
EVERGREEN AVENUE ELEMENTARY,Los Angeles Unified,622710,6037,,,778,3,23,,3,,34,23.74
EVERGREEN COMMUNITY DAY SCHOOL (5-8),Evergreen Union,613170,6103,0,0,0,0,4,0,0,,0.5,8
EVERGREEN COMMUNITY DAY SCHOOL (K-5),Evergreen Union,613170,6103,0,0,0,0,2,0,0,,,
EVERGREEN CONTINUATION,Los Angeles Unified,622710,6037,,1,62,3,2,,,,5,13.6
EVERGREEN ELEMENTARY,East Whittier City Elementary,611850,6037,1,5,443,1,6,,,,20,22.8
EVERGREEN ELEMENTARY,Bakersfield City,603630,6029,6,5,573,32,47,,14,,33.5,20.21
EVERGREEN ELEMENTARY,Yreka Union Elementary,643380,6093,70,15,65,3,247,,26,,21,20.29
EVERGREEN ELEMENTARY,Evergreen Union,613170,6103,18,12,77,2,411,2,20,,25,21.68
EVERGREEN ELEMENTARY,Walnut Valley Unified,641280,6037,1,427,100,6,45,2,32,,25,24.52
EVERGREEN ELEMENTARY,Washington Unified,641580,6113,0,0,2,2,3,0,0,,1,7
EVERGREEN ELEMENTARY,Cotati-Rohnert Park Unified,609940,6097,5,18,170,14,295,4,39,,24,22.71
EVERGREEN ELEMENTARY,Evergreen Elementary,613140,6085,5,618,58,8,32,,57,,26.5,29.36
EVERGREEN HIGH,Yosemite Unified,600160,6039,,,8,,33,,1,,3,14
EVERGREEN INSTITUTE OF EXCELLENCE,Evergreen Union,613170,6103,2,,13,,77,,6,,4.2,23.33
