School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2016-17,Agency ID - NCES Assigned [Public School] Latest available year,American Indian/Alaska Native Students [Public School] 2016-17,Asian or Asian/Pacific Islander Students [Public School] 2016-17,Hispanic Students [Public School] 2016-17,Black Students [Public School] 2016-17,White Students [Public School] 2016-17,Hawaiian Nat./Pacific Isl. Students [Public School] 2016-17,Two or More Races Students [Public School] 2016-17,Total Race/Ethnicity [Public School] 2016-17
FRUITVALE JUNIOR HIGH,California,Fruitvale Elementary,614700,6,33,270,28,314,1,32,†
FRYBERGER ELEMENTARY,California,Westminster,642150,1,129,280,3,34,1,22,†
FUENTE NUEVA CHARTER,California,Arcata Elementary,603000,3,1,35,2,64,–,10,†
FUERTE ELEMENTARY,California,Cajon Valley Union,606810,1,12,132,17,451,1,49,†
FULLBRIGHT AVENUE ELEMENTARY,California,Los Angeles Unified,622710,–,34,399,8,22,–,2,†
FULLERTON UNION HIGH,California,Fullerton Joint Union High,614760,5,141,1364,33,474,9,41,†
FULTON,California,Fresno Unified,614550,0,1,15,1,10,0,0,†
FULTON (HARRY C.) MIDDLE,California,Fountain Valley Elementary,614220,3,401,97,6,284,5,28,†
FULTON AND ALSBURY ACADEMY OF ARTS AND ENGINEERING,CALIFORNIA,Lancaster Elementary,620880,1,25,247,64,43,–,11,†
FULTON K-8,California,San Diego Unified,634320,1,48,136,121,18,3,36,†
FURGESON (VENN W.) ELEMENTARY,California,ABC Unified,601620,–,10,399,3,4,–,1,†
FURMAN (DUANE E.) HIGH (INDEPENDENT STUDY PROGRAM),California,Madera Unified,623340,2,0,106,1,12,0,1,†
FUSION CHARTER,CALIFORNIA,Turlock Unified,600158,1,1,60,10,29,0,7,†
FUTURE BOUND INDEPENDENT STUDY SECONDARY,California,Ramona City Unified,631710,1,0,14,0,19,0,1,†
FUTURES ELEMENTARY,California,Oakland Unified,628050,–,21,131,129,8,2,5,†
FUTURES HIGH,California,Twin Rivers Unified,601332,0,14,7,2,385,1,2,†
G. M. WALTERS JUNIOR HIGH,California,Fremont Unified,614400,4,233,246,37,141,8,22,†
G. W. HELLYER ELEMENTARY,California,Franklin-McKinley Elementary,614370,1,137,233,6,5,–,2,†
GABILAN ELEMENTARY,California,Soledad Unified,637050,1,3,446,1,2,–,1,†
GABILAN HILLS,California,Hollister,617340,–,3,251,1,7,–,14,†
GABRIELA MISTRAL ELEMENTARY,CALIFORNIA,Mountain View Whisman,626280,–,16,234,3,105,–,36,†
GABRIELINO HIGH,California,San Gabriel Unified,634425,5,1053,604,17,81,4,48,†
GABRIELLA CHARTER,California,Los Angeles Unified,622710,–,27,386,9,10,–,4,†
GAGE ELEMENTARY,California,San Diego Unified,634320,–,31,152,47,205,3,59,†
GAHR (RICHARD) HIGH,California,ABC Unified,601620,6,570,927,319,144,19,34,†
GALE RANCH MIDDLE,California,San Ramon Valley Unified,635130,6,820,83,46,196,1,55,†
GALILEO ACADEMY 101,California,Victor Elementary,641040,3,29,372,110,118,5,33,†
GALILEO HIGH,California,San Francisco Unified,634410,4,1213,323,112,116,9,95,†
GALLATIN ELEMENTARY,California,Downey Unified,611460,–,29,575,13,74,2,8,†
GALLINAS ELEMENTARY,CALIFORNIA,San Rafael City Elementary,635090,0,0,0,0,0,0,0,†
GALT HIGH,California,Galt Joint Union High,614820,6,13,638,5,291,2,24,†
GANESHA HIGH,California,Pomona Unified,631320,1,14,974,29,8,–,6,†
GANT ELEMENTARY,California,Long Beach Unified,622500,1,64,146,51,259,3,76,†
GARDEN ELEMENTARY,California,Tulare City,639870,–,5,471,20,203,1,12,†
GARDEN GATE ELEMENTARY,California,Cupertino Union,610290,–,567,13,–,37,1,18,†
GARDEN GROVE ELEMENTARY,California,Los Angeles Unified,622710,–,27,347,8,25,1,7,†
GARDEN GROVE ELEMENTARY,California,Simi Valley Unified,636840,–,34,174,7,186,–,7,†
GARDEN GROVE HIGH,California,Garden Grove Unified,614880,1,870,1235,24,203,19,27,†
GARDEN PARK ELEMENTARY,California,Garden Grove Unified,614880,–,46,90,3,113,1,5,†
GARDEN ROAD ELEMENTARY,California,Poway Unified,631530,–,46,100,11,266,–,40,†
GARDEN VALLEY ELEMENTARY,California,Twin Rivers Unified,601332,2,31,213,77,25,6,26,†
GARDEN VILLAGE ELEMENTARY,California,Jefferson Elementary,618870,–,128,115,6,56,2,11,†
GARDENA ELEMENTARY,California,Los Angeles Unified,622710,–,9,520,23,19,4,18,†
GARDENA SENIOR HIGH,California,Los Angeles Unified,622710,3,97,1015,330,32,14,15,†
GARDENHILL ELEMENTARY,California,Norwalk-La Mirada Unified,627690,3,63,452,26,186,5,31,†
GARDNER BULLIS ELEMENTARY,California,Los Altos Elementary,622650,–,71,9,–,220,–,45,†
GARDNER ELEMENTARY,California,San Jose Unified,634590,2,12,346,10,16,–,4,†
GARDNER STREET ELEMENTARY,California,Los Angeles Unified,622710,0,13,85,17,256,0,10,†
GAREY HIGH,California,Pomona Unified,631320,3,54,1725,51,30,2,2,†
GARFIELD ELEMENTARY,California,Montebello Unified,625470,1,2,760,2,1,–,2,†
GARFIELD ELEMENTARY,California,Santa Ana Unified,635310,2,–,837,2,3,3,–,†
GARFIELD ELEMENTARY,California,Long Beach Unified,622500,–,98,583,42,3,8,14,†
GARFIELD ELEMENTARY,California,Alhambra Unified,600153,2,223,353,10,23,1,31,†
GARFIELD ELEMENTARY,California,Clovis Unified,609030,4,88,206,13,383,5,22,†
GARFIELD ELEMENTARY,California,Garfield Elementary,614910,3,–,3,3,57,–,3,†
GARFIELD ELEMENTARY,California,Redwood City Elementary,632130,–,2,572,1,6,8,–,†
GARFIELD ELEMENTARY,California,San Francisco Unified,634410,1,103,38,13,26,1,39,†
GARFIELD ELEMENTARY,California,Oakland Unified,628050,3,184,284,103,9,3,17,†
GARFIELD ELEMENTARY,California,San Leandro Unified,634680,3,94,213,63,26,7,25,†
GARFIELD ELEMENTARY,California,San Diego Unified,634320,–,9,211,56,22,2,11,†
GARFIELD HIGH,California,San Diego Unified,634320,0,2,177,7,7,0,2,†
GARIN ELEMENTARY,California,Brentwood Union Elementary,605910,3,36,229,38,256,6,35,†
GARNET J. ROBERTSON INTERMEDIATE,California,Bayshore Elementary,604200,–,82,76,9,6,10,4,†
GARRETSON ELEMENTARY,California,Corona-Norco Unified,609850,3,57,823,24,111,3,8,†
GARVANZA ELEMENTARY,California,Los Angeles Unified,622710,2,20,329,3,11,2,1,†
GARVEY (RICHARD) INTERMEDIATE,California,Garvey Elementary,614940,1,472,220,2,6,–,7,†
GARZA (CARMEN LOMAS) PRIMARY CENTER,California,Los Angeles Unified,622710,–,1,128,–,–,–,1,†
GASPAR DE PORTOLA MIDDLE,California,Los Angeles Unified,622710,4,235,653,115,842,4,40,†
GATES STREET ELEMENTARY,California,Los Angeles Unified,622710,2,131,543,12,20,–,4,†
GATEWAY CENTER,California,San Mateo County Office of Education,691033,0,1,11,1,3,1,0,†
GATEWAY COLLEGE AND CAREER ACADEMY,California,Riverside County Office of Education,691026,0,4,103,8,38,0,15,†
GATEWAY COMMUNITY,California,Ventura County Office of Education,691047,0,0,95,1,5,0,1,†
GATEWAY COMMUNITY DAY,California,Gateway Unified,614950,–,–,2,1,15,–,–,†
GATEWAY EDUCATIONAL OPTIONS,California,Gateway Unified,614950,8,2,10,–,47,–,1,†
GATEWAY ELEMENTARY,California,Sierra Sands Unified,636800,5,19,108,22,233,1,27,†
GATEWAY HIGH,California,San Francisco Unified,634410,1,78,160,65,121,–,52,†
GATEWAY HIGH (CONTINUATION),California,Mt. Diablo Unified,626370,0,0,21,4,1,0,2,†
GATEWAY HIGH (CONTINUATION),California,Clovis Unified,609030,3,7,123,8,90,0,6,†
GATEWAY HIGH (CONTINUATION),California,Chowchilla Union High,608550,0,0,15,2,4,1,0,†
GATEWAY INTERNATIONAL,California,San Juan Unified,634620,–,4,19,8,433,12,9,†
GATEWAY MIDDLE,California,San Francisco Unified,634410,1,34,111,49,64,–,51,†
GATEWAY TO COLLEGE,California,San Francisco Unified,634410,3,30,49,32,9,6,4,†
GATEWAY TO COLLEGE ACADEMY,California,Petaluma Joint Union High,630250,–,1,40,2,24,–,3,†
GATEWAY TO COLLEGE AT LANEY COLLEGE,California,Oakland Unified,628050,1,6,39,32,10,0,6,†
GAUER (MELBOURNE A.) ELEMENTARY,California,Anaheim Elementary,602610,–,54,605,17,33,1,9,†
GAULDIN (A.L.) ELEMENTARY,California,Downey Unified,611460,1,12,561,28,20,3,3,†
GAULT ELEMENTARY,California,Santa Cruz City Elementary,635590,–,3,251,7,116,–,12,†
GAULT STREET ELEMENTARY,California,Los Angeles Unified,622710,–,11,303,12,32,–,3,†
GAVILAN VIEW MIDDLE,California,Santa Rita Union Elementary,635790,1,13,469,4,59,1,5,†
GAZELLE ELEMENTARY,California,Gazelle Union Elementary,614970,4,–,6,3,16,–,1,†
GEHRINGER ELEMENTARY,California,Oakley Union Elementary,628080,4,62,372,71,238,4,32,†
GENE DREVNO COMMUNITY DAY,California,Torrance Unified,639420,0,4,9,1,6,1,1,†
GENERAL DAVIE JR. PRIMARY CENTER,California,San Juan Unified,634620,–,–,–,–,1,–,–,†
GENERAL GRANT MIDDLE,California,Kings Canyon Joint Unified,619700,2,6,535,1,16,–,2,†
GENERAL SHAFTER ELEMENTARY,California,General Shafter Elementary,615000,–,2,130,–,14,–,–,†
GENEVIEVE DIDION,California,Sacramento City Unified,633840,5,183,124,48,164,3,89,†
GENEVIEVE M. CROSBY ELEMENTARY,California,Garden Grove Unified,614880,–,105,342,–,27,1,7,†
GEORGE A. BULJAN MIDDLE,California,Roseville City Elementary,633600,2,81,277,29,638,10,62,†
GEORGE AND EVELYN STEIN CONTINUATION,California,Tracy Joint Unified,600047,2,7,90,10,15,0,5,†
GEORGE B. MILLER ELEMENTARY,California,Centralia Elementary,608070,1,249,158,16,111,1,31,†
GEORGE BROWN JR. ELEMENTARY,California,San Bernardino City Unified,634170,2,5,633,83,37,–,48,†
GEORGE C. MARSHALL ELEMENTARY,California,Monterey Peninsula Unified,625530,–,40,133,39,238,9,85,†
GEORGE C. PAYNE ELEMENTARY,California,Moreland,625770,5,173,199,21,163,2,55,†
GEORGE CIRBY ELEMENTARY,California,Roseville City Elementary,633600,–,5,227,5,122,1,27,†
GEORGE DE LA TORRE JR. ELEMENTARY,California,Los Angeles Unified,622710,1,1,614,9,11,–,2,†
GEORGE EISENHUT ELEMENTARY,California,Stanislaus Union Elementary,637950,3,34,319,43,81,5,42,†
GEORGE ELLERY HALE CHARTER ACADEMY,California,Los Angeles Unified,622710,8,278,512,122,1058,6,72,†
GEORGE H. FLAMSON MIDDLE,California,Paso Robles Joint Unified,600048,3,8,399,14,259,–,26,†
GEORGE HALL ELEMENTARY,California,San Mateo-Foster City,634920,1,71,180,10,131,13,22,†
GEORGE K. PORTER MIDDLE,California,Los Angeles Unified,622710,6,202,1204,32,144,9,20,†
GEORGE KELLY ELEMENTARY,California,Tracy Joint Unified,600047,2,300,310,79,286,12,80,†
GEORGE KEY,California,Placentia-Yorba Linda Unified,630660,–,11,44,4,46,1,3,†
GEORGE L. SNOWDEN ELEMENTARY,California,Farmersville Unified,600035,3,3,381,–,14,–,–,†
GEORGE LINCOLN MOSHER,California,Lodi Unified,622230,–,301,160,35,21,3,28,†
GEORGE MAYNE ELEMENTARY,California,Santa Clara Unified,635430,4,95,324,1,51,2,35,†
GEORGE MCPARLAND ELEMENTARY,California,Manteca Unified,623610,1,61,525,17,404,12,34,†
GEORGE NICOLOFF ELEMENTARY,California,South Bay Union,637380,2,6,788,7,6,–,4,†
GEORGE S. PATTON CONTINUATION,California,Los Angeles Unified,622710,–,1,50,12,5,3,–,†
GEORGE SARGEANT ELEMENTARY,California,Roseville City Elementary,633600,7,6,150,8,218,1,39,†
GEORGE T. EGLING MIDDLE,California,Colusa Unified,609570,20,7,379,–,131,1,6,†
GEORGE V. LEYVA INTERMEDIATE,California,Evergreen Elementary,613140,1,351,394,18,27,8,16,†
GEORGE VISUAL AND PERFORMING ARTS MAGNET AND MIDDLE,California,Adelanto Elementary,601710,3,7,550,67,45,5,20,†
GEORGE W. BUSH ELEMENTARY,California,Stockton Unified,638010,4,410,327,87,43,19,39,†
GEORGE WASHINGTON CARVER ELEMENTARY,California,Santa Ana Unified,635310,–,1,564,–,2,–,–,†
GEORGE WASHINGTON CARVER MIDDLE,California,Los Angeles Unified,622710,1,1,747,60,5,–,6,†
GEORGE WASHINGTON CARVER SCHOOL OF ARTS AND SCIENCE,California,Sacramento City Unified,633840,–,11,58,20,191,–,17,†
GEORGE WASHINGTON CHARTER,California,Desert Sands Unified,611110,–,51,308,9,431,–,39,†
GEORGE WASHINGTON ELEMENTARY,California,Corona-Norco Unified,609850,1,37,727,37,176,6,5,†
GEORGE WASHINGTON ELEMENTARY,California,Madera Unified,623340,3,1,757,6,13,–,–,†
GEORGE WASHINGTON ELEMENTARY,California,Selma Unified,636270,–,4,167,–,1,1,–,†
GEORGE WASHINGTON ELEMENTARY,California,Hanford Elementary,616470,3,–,388,29,90,–,21,†
GEORGE WASHINGTON ELEMENTARY,California,Burbank Unified,606450,4,59,225,13,186,–,13,†
GEORGE WASHINGTON ELEMENTARY,California,Jefferson Elementary,618870,2,168,180,4,7,2,12,†
GEORGE WASHINGTON ELEMENTARY,California,Lodi Unified,622230,1,18,312,7,86,1,23,†
GEORGE WASHINGTON ELEMENTARY,California,Stockton Unified,638010,5,10,198,27,6,–,3,†
GEORGE WASHINGTON PREPARATORY HIGH,California,Los Angeles Unified,622710,5,6,514,408,15,1,9,†
GEORGE WHITE ELEMENTARY,California,Capistrano Unified,607440,–,28,132,3,407,–,51,†
GEORGE Y. KOMURE ELEMENTARY,California,Manteca Unified,623610,4,221,402,209,51,10,33,†
GEORGETOWN ELEMENTARY,California,Black Oak Mine Unified,605240,7,2,20,–,198,–,4,†
GEORGIA BROWN DUAL IMMERSION MAGNET ELEMENTARY,California,Paso Robles Joint Unified,600048,–,1,404,7,148,1,18,†
GEORGIA MORRIS ELEMENTARY,California,Rialto Unified,632370,0,14,554,43,16,0,4,†
GEORGINA P. BLACH JUNIOR HIGH,California,Los Altos Elementary,622650,–,148,25,3,270,–,53,†
GERALD A. LAWSON ACAD OF THE ARTS MATH AND SCI,California,Los Angeles Unified,622710,–,–,518,127,4,–,2,†
GERALD A. SMITH ELEMENTARY,California,Colton Joint Unified,609390,–,8,678,15,23,2,3,†
GERALD F. LITEL ELEMENTARY,California,Chino Valley Unified,608460,–,138,255,13,111,3,13,†
GERALD P. CARR INTERMEDIATE,California,Santa Ana Unified,635310,2,12,1410,2,2,1,1,†
GERALD R. FORD ELEMENTARY,California,Desert Sands Unified,611110,4,47,355,16,315,1,41,†
GERBER ELEMENTARY,California,Gerber Union Elementary,615090,12,2,294,1,107,–,10,†
GERBER JR./SR. HIGH,California,Sacramento County Office of Education,691027,1,9,52,33,32,1,11,†
GERMAIN ACADEMY FOR ACADEMIC ACHIEVEMENT,California,Los Angeles Unified,622710,2,102,228,29,129,1,18,†
GETTYSBURG ELEMENTARY,California,Clovis Unified,609030,3,78,260,16,274,6,18,†
GEYSERVILLE ELEMENTARY,California,Geyserville Unified,615150,–,–,74,1,45,–,–,†
GEYSERVILLE NEW TECH ACADEMY,CALIFORNIA,Geyserville Unified,615150,–,2,82,1,41,–,3,†
GIANNINI (A.P.) MIDDLE,California,San Francisco Unified,634410,6,762,91,53,188,13,83,†
GIANO INTERMEDIATE,California,Rowland Unified,633750,1,24,546,6,7,–,6,†
GIBSON ELEMENTARY,California,Fresno Unified,614550,2,13,228,61,172,1,21,†
GIBSON ELEMENTARY,California,Woodland Joint Unified,643080,3,21,370,5,173,–,16,†
GIDLEY ELEMENTARY,California,El Monte City,612090,–,91,397,–,13,–,–,†
GIFFORD C. COLE MIDDLE,California,Eastside Union Elementary,611910,1,13,431,165,52,2,14,†
GIFTED ACADEMY OF MATHEMATICS AND ENTREPRENEURIAL STUDIES,California,Los Angeles Unified,622710,2,–,12,84,1,–,–,†
GIL GARCETTI LEARNING ACADEMY,California,Los Angeles Unified,622710,–,–,711,124,21,1,2,†
GILBERT ELEMENTARY,California,Garden Grove Unified,614880,1,190,254,–,38,11,29,†
GILBERT HIGH (CONTINUATION),California,Anaheim Union High,602630,7,18,568,20,75,0,28,†
GILROY HIGH,California,Gilroy Unified,615180,10,48,1233,21,218,1,70,†
GILROY PREP (A NAVIGATOR SCHOOL),California,Gilroy Unified,615180,2,40,307,10,107,1,9,†
GIRLS ACAD LDRSHP ACADDR.KING SCH FOR SCITECHENG & MATH,CALIFORNIA,Los Angeles Unified,622710,0,15,60,37,27,0,7,†
GIRLS ATHLETIC LEADERSHIP SCHOOL LOS ANGELES,CALIFORNIA,Los Angeles Unified,622710,0,4,71,1,10,0,1,†
GISLER (ROBERT) ELEMENTARY,California,Fountain Valley Elementary,614220,–,119,105,6,258,3,39,†
GLACIER HIGH SCHOOL CHARTER,California,Yosemite Unified,600160,2,–,36,1,68,–,5,†
GLACIER POINT MIDDLE,California,Central Unified,607970,6,123,572,100,81,1,10,†
GLADSTONE ELEMENTARY,California,Bonita Unified,605610,4,54,280,12,144,2,40,†
GLADSTONE HIGH,California,Azusa Unified,603600,4,25,1127,12,43,1,6,†
GLADSTONE STREET ELEMENTARY,California,Azusa Unified,603600,–,11,345,7,10,–,–,†
GLADYS POET-CHRISTIAN ELEMENTARY,California,Tracy Joint Unified,600047,1,59,237,19,204,6,23,†
GLANKLER EARLY LEARNING CENTER,California,Fremont Unified,614400,0,0,0,0,0,0,0,†
GLASSBROOK ELEMENTARY,California,Hayward Unified,616740,1,30,487,17,8,8,5,†
GLASSELL PARK ELEMENTARY,California,Los Angeles Unified,622710,0,20,356,2,7,0,1,†
GLEDHILL STREET ELEMENTARY,California,Los Angeles Unified,622710,1,62,337,19,53,14,11,†
GLEN A. WILSON HIGH,California,Hacienda la Puente Unified,616325,1,624,803,18,85,5,19,†
GLEN ALTA ELEMENTARY,California,Los Angeles Unified,622710,–,3,169,7,4,–,–,†
GLEN AVON ELEMENTARY,California,Jurupa Unified,619260,–,20,564,6,23,–,8,†
GLEN CITY ELEMENTARY,California,Santa Paula Unified,601421,1,2,578,–,10,1,3,†
GLEN COVE ELEMENTARY,California,Vallejo City Unified,640740,–,121,119,133,51,6,45,†
GLEN EDWARDS MIDDLE,California,Western Placer Unified,642140,10,42,365,15,446,6,8,†
GLEN H. DYSINGER SR. ELEMENTARY,California,Centralia Elementary,608070,2,102,259,10,94,1,16,†
GLEN OAK ELEMENTARY,California,Charter Oak Unified,608190,1,24,298,16,78,1,12,†
GLEN PARK ELEMENTARY,California,San Francisco Unified,634410,–,25,173,39,83,–,32,†
GLEN PAUL,California,Humboldt County Office of Education,691009,1,3,16,–,62,1,13,†
GLEN VIEW ELEMENTARY,California,Escondido Union,612880,1,30,548,16,47,4,23,†
GLEN VIEW ELEMENTARY,California,Gilroy Unified,615180,5,19,494,1,45,2,34,†
GLEN VIEW HIGH,California,Beaumont Unified,604290,1,0,64,7,28,1,0,†
GLEN YERMO ELEMENTARY,California,Saddleback Valley Unified,633860,1,31,282,7,100,1,35,†
GLENDALE HIGH,California,Glendale Unified,615240,7,353,806,34,1083,2,22,†
GLENDORA HIGH,California,Glendora Unified,615270,4,259,1070,32,1116,6,83,†
GLENFELIZ BOULEVARD ELEMENTARY,California,Los Angeles Unified,622710,1,26,234,8,28,2,7,†
GLENKNOLL ELEMENTARY,California,Placentia-Yorba Linda Unified,630660,3,99,121,3,246,–,31,†
GLENMEADE ELEMENTARY,California,Chino Valley Unified,608460,–,45,360,5,97,1,9,†
GLENMOOR ELEMENTARY,California,Fremont Unified,614400,–,313,182,16,109,4,29,†
GLENN COUNTY JUVENILE COURT,California,Glenn County Office of Education,691008,0,0,1,0,3,0,0,†
GLENN COUNTY ROP,California,Glenn County ROP,600099,0,0,0,0,0,0,0,†
GLENN COUNTY SPECIAL EDUCATION,California,Glenn County Office of Education,691008,2,1,34,–,26,–,4,†
GLENN HAMMOND CURTISS MIDDLE,California,Los Angeles Unified,622710,–,9,224,201,1,2,5,†
GLENOAKS ELEMENTARY,California,Glendale Unified,615240,–,83,88,12,379,1,17,†
GLENSHIRE ELEMENTARY,California,Tahoe-Truckee Unified,638770,–,4,65,4,444,–,14,†
GLENVIEW ELEMENTARY,California,Oakland Unified,628050,–,53,65,99,161,–,61,†
GLENVIEW ELEMENTARY,California,Placentia-Yorba Linda Unified,630660,–,33,264,5,93,2,12,†
GLENWOOD ELEMENTARY,California,Conejo Valley Unified,609640,–,7,292,2,34,–,2,†
GLENWOOD ELEMENTARY,California,Los Angeles Unified,622710,–,5,338,5,18,2,3,†
GLENWOOD ELEMENTARY,California,San Rafael City Elementary,635090,4,34,87,5,298,1,10,†
GLENWOOD ELEMENTARY,California,Robla Elementary,633240,–,60,293,74,27,15,10,†
GLENWOOD ELEMENTARY,California,Linden Unified,621810,4,13,272,4,102,1,4,†
GLIDER ELEMENTARY,California,Oak Grove Elementary,627810,4,195,239,14,112,10,45,†
GLOBAL EDUCATION ACADEMY,California,Los Angeles Unified,622710,–,–,232,6,–,–,–,†
GLOBAL EDUCATION ACADEMY 2,CALIFORNIA,Los Angeles Unified,622710,0,0,118,6,0,0,1,†
GLOBAL EDUCATION ACADEMY MIDDLE,California,Los Angeles Unified,622710,–,–,116,9,–,–,–,†
GLOBAL FAMILY,California,Oakland Unified,628050,–,7,416,18,2,–,8,†
GLOBAL YOUTH CHARTER,California,Center Joint Unified,607900,–,1,25,4,18,–,1,†
GLORIETTA ELEMENTARY,California,Orinda Union Elementary,628860,3,83,10,4,331,–,24,†
GOALS ACADEMY,CALIFORNIA,Anaheim Elementary,602610,1,14,168,10,43,3,7,†
GODDARD MIDDLE,California,Glendora Unified,615270,5,83,293,6,520,–,55,†
GODFREY G. BERRY ELEMENTARY,California,South Bay Union,637380,1,19,437,26,20,1,10,†
GOETHE INTERNATIONAL CHARTER,California,Los Angeles Unified,622710,0,25,127,38,183,0,61,†
GOLD OAK ELEMENTARY,California,Gold Oak Union Elementary,615390,8,1,35,6,270,–,5,†
GOLD RIDGE ELEMENTARY,California,Folsom-Cordova Unified,613890,2,216,52,9,286,1,52,†
GOLD RIVER DISCOVERY CENTER K-8,California,San Juan Unified,634620,3,119,125,21,497,9,46,†
GOLD RUSH CHARTER,California,Summerville Union High,638280,12,2,68,6,309,–,9,†
GOLD STRIKE HIGH,California,Calaveras Unified,606870,–,–,7,1,26,–,3,†
GOLD TRAIL,California,Gold Trail Union Elementary,615450,4,3,43,4,324,1,17,†
GOLDEN EAGLE CHARTER,California,Siskiyou County Office of Education,691038,12,1,56,2,296,–,57,†
GOLDEN ELEMENTARY,California,Placentia-Yorba Linda Unified,630660,1,390,134,7,249,2,28,†
GOLDEN EMPIRE ELEMENTARY,California,Sacramento City Unified,633840,2,52,251,51,149,5,77,†
GOLDEN GATE COMMUNITY CHARTER,California,Contra Costa County Office of Education,691005,0,1,19,8,9,0,16,†
