School Name,School Name [Public School] 201617,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,FullTime Equivalent (FTE) Teachers,Pupil/Teacher Ratio ,Total Students All Grades (Includes AE)
CESAR E. CHAVEZ LRNG ACADSACAD OF SCIENTIFIC EXPLR (ASE),Cesar E. Chavez Lrng AcadsAcad of Scientific Explr (ASE),Los Angeles Unified,622710,6037,,6,438,4,13,,2,20.5,22.59,463
CESAR E. CHAVEZ LRNG ACADSSOC JUST HUMANITAS ACAD,Cesar E. Chavez Lrng AcadsSoc Just Humanitas Acad,Los Angeles Unified,622710,6037,1,1,504,8,11,,1,29.5,17.83,526
CESAR E. CHAVEZ LRNG ACADSTECH PREP ACAD,Cesar E. Chavez Lrng AcadsTeacher Preparation Acad,Los Angeles Unified,622710,6037,1,2,413,10,5,,,23.5,18.34,431
CESAR E. CHAVEZ MIDDLE,Cesar E. Chavez Middle,Pajaro Valley Unified,629490,6087,,2,622,2,20,,,26,24.85,646
CESAR E. CHAVEZ MIDDLE,Cesar E. Chavez Middle,Planada Elementary,630840,6047,,,236,1,3,,,12.25,19.59,240
CESAR E. CHAVEZ MIDDLE,Cesar E. Chavez Middle,San Bernardino City Unified,634170,6071,2,19,632,74,104,4,26,36.01,23.91,861
CHABOT ELEMENTARY,Chabot Elementary,Oakland Unified,628050,6001,1,45,59,42,318,2,95,22,25.55,562
CHABOT ELEMENTARY,Chabot Elementary,Castro Valley Unified,607800,6001,,143,83,15,157,2,69,18.6,25.22,469
CHABOYA MIDDLE,Chaboya Middle,Evergreen Elementary,613140,6085,,869,114,19,122,3,22,43.24,26.57,1149
CHAFFEY COMMUNITY DAY,Chaffey Community Day,Chaffey Joint Union High,608160,6071,,,23,2,3,1,1,2.5,12,30
CHAFFEY DISTRICT ONLINE HIGH,Chaffey District Online High,Chaffey Joint Union High,608160,6071,1,9,37,5,32,,2,4.4,19.55,86
CHAFFEY HIGH,Chaffey High,Chaffey Joint Union High,608160,6071,15,65,2911,70,168,6,33,139.84,23.37,3268
CHALLENGER MIDDLE,Challenger Middle,San Diego Unified,634320,6073,2,497,164,38,153,8,122,40.8,24.12,984
CHALLENGER MIDDLE,Challenger Middle,Wilsona Elementary,642810,6037,5,2,384,58,106,,16,22.84,25,571
CHALLENGER SCHOOL OF SPORTS AND FITNESS,Challenger School of Sports and Fitness,Victor Elementary,641040,6071,5,15,630,157,166,2,9,36,27.33,984
CHALLENGES COMMUNITY DAY,Challenges Community Day,Barstow Unified,604020,6071,0,0,1,5,2,0,1,1,9,9
CHALONE PEAKS MIDDLE,Chalone Peaks Middle,King City Union,619680,6053,3,14,763,1,52,,7,38.88,21.6,840
CHAMPS  CHARTER HS OF ARTSMULTIMEDIA & PERFORMING,CHAMPS  Charter HS of ArtsMultimedia & Performing,Los Angeles Unified,622710,6037,1,25,301,73,316,1,77,45.62,17.4,794
CHANDLER ELEMENTARY,Chandler Learning Academy,Los Angeles Unified,622710,6037,2,26,199,37,219,1,24,23,22.09,508
CHANNEL ISLANDS HIGH,Channel Islands High,Oxnard Union High,629270,6111,2,164,2203,24,62,8,19,97.38,25.49,2482
CHAPARRAL ELEMENTARY,Chaparral Elementary,Capistrano Unified,607440,6059,,82,78,4,569,,73,26,31,806
CHAPARRAL ELEMENTARY,Chaparral Elementary,Palmdale Elementary,629580,6037,6,13,656,118,33,,5,30.51,27.24,831
CHAPARRAL ELEMENTARY,Chaparral Elementary,Las Virgenes Unified,621000,6037,2,50,59,5,461,,52,27,23.3,629
CHAPARRAL ELEMENTARY,Chaparral Elementary,Claremont Unified,608760,6037,,98,171,14,311,,54,25,25.92,648
CHAPARRAL ELEMENTARY,Chaparral Elementary,Chino Valley Unified,608460,6071,1,120,337,21,94,2,15,23.67,24.93,590
CHAPARRAL ELEMENTARY,Chaparral Elementary,Fontana Unified,613920,6071,1,1,332,8,17,,1,14.78,24.36,360
CHAPARRAL ELEMENTARY,Chaparral Elementary,Poway Unified,631530,6073,1,135,94,10,471,2,88,32,25.03,801
CHAPARRAL HIGH,Chaparral High,Snowline Joint Unified,636970,6071,0,1,71,12,45,0,19,10.54,14.04,148
CHAPARRAL HIGH,Chaparral High,Grossmont Union High,616230,6073,2,0,25,5,30,0,3,6.45,10.08,65
CHAPARRAL HIGH,Chaparral High,Ojai Unified,628270,6111,3,0,14,0,28,0,0,3.41,13.2,45
CHAPARRAL HIGH,Chaparral High,Temecula Valley Unified,600028,6065,9,336,1215,162,1121,8,319,119.07,26.62,3170
CHAPARRAL HIGH (CONTINUATION),Chaparral High (Continuation),Bonita Unified,605610,6037,2,2,44,8,17,0,2,7.93,9.46,75
CHAPARRAL HILLS ELEMENTARY,Chaparral Hills Elementary,Moreno Valley Unified,625800,6065,,17,580,49,35,5,27,28,25.46,713
CHAPARRAL MIDDLE,Chaparral Middle,Moorpark Unified,625690,6111,,31,330,8,216,,17,24.95,24.13,602
CHAPARRAL MIDDLE,Chaparral Middle,Walnut Valley Unified,641280,6037,1,797,235,37,117,2,33,47.01,25.99,1222
CHAPMAN ELEMENTARY,Chapman Elementary,Los Angeles Unified,622710,6037,,47,300,74,12,6,14,20,22.65,453
CHAPMAN ELEMENTARY,Chapman Elementary,Chico Unified,608370,6007,6,33,133,8,110,,20,14.17,21.88,310
CHAPMAN HEIGHTS ELEMENTARY,Chapman Heights Elementary,YucaipaCalimesa Joint Unified,643560,6071,4,33,309,14,406,2,7,30.5,25.41,775
CHAPMAN HILLS ELEMENTARY,Chapman Hills Elementary,Orange Unified,628650,6059,1,57,187,9,229,1,21,18.5,27.3,505
CHARLES BLACKSTOCK JUNIOR HIGH,Charles Blackstock Junior High,Hueneme Elementary,617850,6111,1,105,1159,4,24,4,13,53.68,24.4,1310
CHARLES BURSCH ELEMENTARY,Charles Bursch Elementary,Baldwin Park Unified,603690,6037,,63,455,,7,1,,22,23.91,526
CHARLES D. JONES JUNIOR HIGH,Charles D. Jones Junior High,Baldwin Park Unified,603690,6037,2,34,406,4,4,,,22.35,20.13,450
CHARLES DREW MIDDLE,Charles Drew Middle,Los Angeles Unified,622710,6037,1,0,705,147,7,0,2,35,24.63,862
CHARLES E. MACK ELEMENTARY,Charles E. Mack Elementary,Elk Grove Unified,612330,6067,7,144,527,121,34,15,47,35,25.57,895
CHARLES G. EMERY ELEMENTARY,Charles G. Emery Elementary,Buena Park Elementary,606360,6059,0,300,252,15,63,1,24,28.5,22.98,655
CHARLES H. CASTLE ELEMENTARY,Charles H. Castle Elementary,PanamaBuena Vista Union,606390,6029,3,11,426,125,104,3,24,26.5,26.26,696
CHARLES H. KIM ELEMENTARY,Charles H. Kim Elementary,Los Angeles Unified,622710,6037,1,352,324,15,25,2,23,30,24.73,742
CHARLES H. LEE ELEMENTARY,Charles H. Lee Elementary,Azusa Unified,603600,6037,1,4,319,5,10,,3,14,24.43,342
CHARLES HELMERS ELEMENTARY,Charles Helmers Elementary,Saugus Union,635970,6037,1,109,109,26,470,1,15,29,25.21,731
CHARLES HOFFMAN ELEMENTARY,Charles Hoffman Elementary,Rim of the World Unified,632610,6071,,2,95,1,216,2,20,13,25.85,336
CHARLES LEROY LOWMAN SPECIAL ED AND CAREER TRANSITION CENTER,Charles Leroy Lowman Special Education Center,Los Angeles Unified,622710,6037,1,9,115,5,13,0,0,19,7.53,143
CHARLES MACLAY MIDDLE,Charles Maclay Middle,Los Angeles Unified,622710,6037,1,2,626,17,7,,,30.01,21.76,653
CHARLES PECK ELEMENTARY,Charles Peck Elementary,San Juan Unified,634620,6067,2,12,67,49,157,2,28,13,24.38,317
CHARLES T. KRANZ INTERMEDIATE,Charles T. Kranz Intermediate,Mountain View Elementary,626190,6037,1,30,673,1,,,2,36.51,19.36,707
CHARLES W. BARRETT ELEMENTARY,Charles W. Barrett Elementary,Los Angeles Unified,622710,6037,2,1,634,220,19,,10,41,21.61,886
CHARLES W. ELIOT MIDDLE,Charles W. Eliot Middle,Pasadena Unified,629940,6037,3,14,285,91,29,5,9,18.5,23.57,436
CHARLES W. TEWINKLE MIDDLE,Charles W. Tewinkle Middle,NewportMesa Unified,627240,6059,2,29,546,4,101,6,4,30.57,22.64,692
CHARLES WAGNER ELEMENTARY,Charles Wagner Elementary,PlacentiaYorba Linda Unified,630660,6059,1,80,158,4,209,2,16,19,24.74,470
CHARLES WHITE ELEMENTARY,Charles White Elementary,Los Angeles Unified,622710,6037,,5,300,7,8,,2,16,20.13,322
CHARLES WRIGHT ELEMENTARY,Charles Wright Elementary,Merced City Elementary,624600,6047,1,37,388,17,78,1,22,22.07,24.65,544
CHARLESTON ELEMENTARY,Charleston Elementary,Los Banos Unified,622740,6047,1,11,234,3,129,3,4,14,27.5,385
CHARLOTTE N. WERNER ELEMENTARY,Charlotte N. Werner Elementary,Rialto Unified,632370,6071,4,6,707,134,17,2,14,35.5,24.9,884
CHARLOTTE WOOD MIDDLE,Charlotte Wood Middle,San Ramon Valley Unified,635130,6013,,98,74,11,764,3,79,43.73,23.53,1029
CHARNOCK ROAD ELEMENTARY,Charnock Road Elementary,Los Angeles Unified,622710,6037,,53,213,47,40,,3,17,20.94,356
CHARTER ALTERNATIVE PROGRAM (CAP),Charter Alternative Program (CAP),El Dorado County Office of Education,691006,6017,2,,29,3,127,,11,8.34,20.62,172
CHARTER ALTERNATIVES ACADEMY,Charter Alternatives Academy,Visalia Unified,641160,6107,1,1,74,7,4,,2,5.4,16.48,89
CHARTER COMMUNITY SCHOOL HOME STUDY ACADEMY,Charter Community School Home Study Academy,El Dorado County Office of Education,691006,6017,14,2,74,1,358,1,33,25.45,18.98,483
CHARTER HOME SCHOOL ACADEMY,Charter Home School Academy,Visalia Unified,641160,6107,2,3,50,,36,1,8,6,16.67,100
CHARTER MONTESSORI VALLEY VIEW CAMPUS,Charter Montessori Blue Oak Campus,Buckeye Union Elementary,606270,6017,,11,40,1,223,1,11,10,28.7,287
CHARTER OAK HIGH,Charter Oak High,Charter Oak Unified,608190,6037,6,121,977,59,357,5,41,64.1,24.43,1566
CHARTER SCHOOL OF MORGAN HILL,Charter School of Morgan Hill,Morgan Hill Unified,625830,6085,,54,178,2,325,2,70,31.7,19.91,631
CHARTER SCHOOL OF SAN DIEGO,Charter School of San Diego,San Diego Unified,634320,6073,7,62,1209,148,341,12,139,64.8,29.6,1918
CHASE AVENUE ELEMENTARY,Chase Avenue Elementary,Cajon Valley Union,606810,6073,,22,273,51,353,5,37,29.55,25.08,741
CHASE STREET ELEMENTARY,Chase Street Elementary,Los Angeles Unified,622710,6037,3,48,549,5,17,,5,28,22.39,627
CHATOM ELEMENTARY,Chatom Elementary,Chatom Union,608250,6099,,,258,,121,,13,17,23.06,392
CHATSWORTH CHARTER HIGH,Chatsworth Charter High,Los Angeles Unified,622710,6037,5,240,1241,102,331,2,15,83.5,23.19,1936
CHATSWORTH PARK ELEMENTARY,Chatsworth Park Elementary,Los Angeles Unified,622710,6037,1,48,191,22,95,2,31,17,22.94,390
CHAUTAUQUA HIGH (CONTINUATION),Chautauqua High (Continuation),Bear Valley Unified,604230,6071,,1,20,1,29,,2,3,17.67,53
CHAVEZ (CESAR) ELEMENTARY,Chavez (Cesar) Elementary,San Francisco Unified,634410,6075,1,15,380,6,11,4,17,20,21.7,434
CHAVEZ ELEMENTARY,Chavez Elementary,San Diego Unified,634320,6073,,12,451,13,4,,15,22,22.5,495
CHAVEZ ELEMENTARY,Chavez Elementary,Long Beach Unified,622500,6037,2,14,309,85,16,3,22,19,23.74,451
CHAWANAKEE ACADEMY CHARTER,Chawanakee Academy Charter,Chawanakee Unified,600116,6039,9,6,36,5,74,,1,5.64,23.23,131
CHEMAWA MIDDLE,Chemawa Middle,Riverside Unified,633150,6065,4,15,718,45,73,4,24,39.75,22.21,883
CHEMEHUEVI VALLEY ELEMENTARY,Chemehuevi Valley Elementary,Needles Unified,626760,6071,24,,10,,4,,4,2,21,42
CHEREMOYA AVENUE ELEMENTARY,Cheremoya Avenue Elementary,Los Angeles Unified,622710,6037,1,4,150,24,139,4,6,13,25.23,328
CHEROKEE POINT ELEMENTARY,Cherokee Point Elementary,San Diego Unified,634320,6073,2,24,311,21,15,2,13,17,22.82,388
CHERRY AVENUE MIDDLE,Cherry Avenue Middle,Tulare City,639870,6107,,5,359,30,97,2,5,26.42,18.85,498
CHERRY CHASE ELEMENTARY,Cherry Chase Elementary,Sunnyvale,638460,6085,1,463,15,4,228,,134,35,24.14,845
CHERRYLAND ELEMENTARY,Cherryland Elementary,Hayward Unified,616740,6001,2,21,674,43,15,10,23,30,26.27,788
CHERRYLEE ELEMENTARY,Cherrylee Elementary,El Monte City,612090,6037,,78,327,1,9,2,,19,21.95,417
CHERRYWOOD ELEMENTARY,Cherrywood Elementary,Berryessa Union Elementary,604800,6085,,218,79,6,21,1,23,14,24.86,348
CHESNUT HIGH (CONTINUATION),Chesnut High (Continuation),CoalingaHuron Unified,609120,6019,0,0,26,0,0,0,0,1.5,17.33,26
CHESTER ELEMENTARY,Chester Elementary,Plumas Unified,631170,6063,,3,19,,173,,8,7,29,203
CHESTER JUNIOR/SENIOR HIGH,Chester Junior/Senior High,Plumas Unified,631170,6063,7,7,22,2,115,,5,9.81,16.11,158
CHESTER W. MORRISON ELEMENTARY,Chester W. Morrison Elementary,Menifee Union Elementary,624540,6065,1,15,212,14,162,1,32,19,23,437
CHESTER W. NIMITZ ELEMENTARY,Chester W. Nimitz Elementary,Cupertino Union,610290,6085,,293,132,7,209,3,29,27.5,24.47,673
CHESTER W. NIMITZ MIDDLE,Chester W. Nimitz Middle,Los Angeles Unified,622710,6037,,5,1744,3,10,1,,85,20.74,1763
CHESTERTON ELEMENTARY,Chesterton Elementary,San Diego Unified,634320,6073,2,127,120,34,117,,47,18.6,24.03,447
CHET F. HARRITT ELEMENTARY,Chet F. Harritt Elementary,Santee,635880,6073,9,23,209,17,333,,55,24,26.92,646
CHEVIOT HILLS CONTINUATION,Cheviot Hills Continuation,Los Angeles Unified,622710,6037,,1,50,20,4,,2,3,25.67,77
CHICAGO PARK COMMUNITY CHARTER,Chicago Park Community Charter,Chicago Park Elementary,608340,6057,,1,10,,41,,3,2.58,21.32,55
CHICAGO PARK ELEMENTARY,Chicago Park Elementary,Chicago Park Elementary,608340,6057,3,3,13,,99,,9,6,21.17,127
CHICO COUNTRY DAY,Chico Country Day,Chico Unified,608370,6007,8,23,55,9,429,1,36,25.2,22.26,561
CHICO HIGH,Chico High,Chico Unified,608370,6007,27,112,472,75,1071,8,84,80.95,22.84,1849
CHICO JUNIOR HIGH,Chico Junior High,Chico Unified,608370,6007,18,51,275,26,407,3,32,36.54,22.22,812
CHILDREN OF PROMISE PREPARATORY ACADEMY,Children of Promise Preparatory Academy,Inglewood Unified,618390,6037,1,,91,255,3,,1,14,25.07,351
CHILDREN'S COMMUNITY CHARTER,Children's Community Charter,Paradise Unified,629820,6007,6,1,33,3,179,,13,10,23.5,235
CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,CHIME Institute's Schwarzenegger Community,Los Angeles Unified,622710,6037,8,50,172,31,445,2,41,43,17.42,749
CHIN (JOHN YEHALL) ELEMENTARY,Chin (John Yehall) Elementary,San Francisco Unified,634410,6075,,242,4,1,7,1,15,7,38.57,270
CHINESE CAMP ELEMENTARY,Chinese Camp Elementary,Jamestown Elementary,618690,6109,2,,6,,19,,2,2,14.5,29
CHINESE IMMERSION SCHOOL AT DEAVILA,Chinese Immersion School at DeAvila,San Francisco Unified,634410,6075,,264,12,5,53,,66,17,23.53,400
CHINO HIGH,Chino High,Chino Valley Unified,608460,6071,2,85,1679,47,242,3,13,88.97,23.28,2071
CHINO HILLS HIGH,Chino Hills High,Chino Valley Unified,608460,6071,1,662,1190,141,792,10,90,106.2,27.18,2886
CHINO VALLEY LEARNING ACADEMY,Chino Valley Learning Academy,Chino Valley Unified,608460,6071,1,1,20,0,0,0,1,2.75,8.36,23
CHIPMAN JUNIOR HIGH,Chipman Junior High,Bakersfield City,603630,6029,7,16,600,57,120,5,12,34.62,23.6,817
CHOLLAS/MEAD ELEMENTARY,Chollas/Mead Elementary,San Diego Unified,634320,6073,1,33,515,47,9,8,27,26,24.62,640
CHOWCHILLA UNION HIGH,Chowchilla Union High,Chowchilla Union High,608550,6039,9,22,627,19,366,,8,47.69,22.04,1051
CHRISTA MCAULIFFE ELEMENTARY,Christa McAuliffe Elementary,Oxnard,629220,6111,2,42,587,17,88,3,24,31,24.61,763
CHRISTA MCAULIFFE ELEMENTARY,Christa McAuliffe Elementary,PanamaBuena Vista Union,606390,6029,3,29,285,45,151,4,20,21,25.57,537
CHRISTA MCAULIFFE ELEMENTARY,Christa McAuliffe Elementary,Oceanside Unified,628250,6073,2,30,333,17,211,5,36,25.5,24.86,634
CHRISTA MCAULIFFE ELEMENTARY,Christa McAuliffe Elementary,Cupertino Union,610290,6085,,241,36,7,176,,46,21.3,23.76,506
CHRISTA MCAULIFFE MIDDLE,Christa McAuliffe Middle,Lodi Unified,622230,6077,5,216,241,107,132,9,28,34.52,21.38,738
CHRISTIAN SORENSEN ELEMENTARY,Christian Sorensen Elementary,Whittier City Elementary,642450,6037,,1,454,1,13,1,9,19,25.21,479
CHRISTINE SIPHERD ELEMENTARY,Christine Sipherd Elementary,Empire Union Elementary,612690,6099,2,33,212,15,178,2,32,20,23.7,474
CHRISTOPHER COLUMBUS MIDDLE,Christopher Columbus Middle,Los Angeles Unified,622710,6037,2,50,561,30,36,3,7,32,21.53,689
CHRISTOPHER DENA ELEMENTARY,Christopher Dena Elementary,Los Angeles Unified,622710,6037,,1,463,9,4,,,21,22.71,477
CHRISTOPHER ELEMENTARY,Christopher Elementary,Oak Grove Elementary,627810,6085,2,29,348,12,5,9,4,14,29.21,409
CHRISTOPHER HIGH,Christopher High,Gilroy Unified,615180,6085,13,138,1037,36,460,6,71,76.74,22.95,1761
CHRYSALIS CHARTER,Chrysalis Charter,Shasta County Office of Education,691037,6089,1,2,21,,155,,21,9.75,20.51,200
CHUALAR ELEMENTARY,Chualar Elementary,Chualar Union,608580,6053,,,336,,2,,,15,22.53,338
CHULA VISTA HILLS ELEMENTARY,Chula Vista Hills Elementary,Chula Vista Elementary,608610,6073,5,51,356,22,80,2,39,23.5,23.62,555
CHULA VISTA LEARNING COMMUNITY CHARTER,Chula Vista Learning Community Charter,Chula Vista Elementary,608610,6073,,8,1444,7,68,,3,66.88,22.88,1530
CHULA VISTA MIDDLE,Chula Vista Middle,Sweetwater Union High,638640,6073,1,24,740,16,31,6,19,35.22,23.76,837
CHULA VISTA SENIOR HIGH,Chula Vista Senior High,Sweetwater Union High,638640,6073,5,56,2316,47,84,9,69,110.62,23.38,2586
CIELO VISTA CHARTER,Cielo Vista Charter,Palm Springs Unified,629550,6065,1,49,668,29,153,2,11,34,26.85,913
CIELO VISTA ELEMENTARY,Cielo Vista Elementary,Saddleback Valley Unified,633860,6059,1,49,362,10,275,6,15,27,26.59,718
CIENEGA ELEMENTARY,Cienega Elementary,Los Angeles Unified,622710,6037,2,1,509,82,21,,11,28,22.36,626
CIENEGA ELEMENTARY,Cienega Elementary,Cienega Union Elementary,608640,6069,0,0,11,0,12,0,0,1.91,12.04,23
CIMARRON AVENUE ELEMENTARY,Cimarron Avenue Elementary,Los Angeles Unified,622710,6037,,2,56,237,3,5,7,16,19.38,310
CIMARRON ELEMENTARY,Cimarron Elementary,Palmdale Elementary,629580,6037,7,6,555,105,41,1,4,26.5,27.13,719
CINNABAR CHARTER,Cinnabar Charter,Cinnabar Elementary,608700,6097,,2,165,2,83,2,4,11.95,21.59,258
CINNABAR ELEMENTARY,Cinnabar Elementary,Cinnabar Elementary,608700,6097,,,10,,2,,,1,12,12
CINNAMON ELEMENTARY,Cinnamon Elementary,Lemoore Union Elementary,621360,6031,4,27,404,19,93,,15,25.95,21.66,562
CIPRIANI ELEMENTARY,Cipriani Elementary,BelmontRedwood Shores Elementary,604530,6081,,82,37,3,206,3,61,16,24.5,392
CIRCLE OF INDEPENDENT LEARNING,Circle of Independent Learning,Fremont Unified,614400,6001,,133,83,10,93,5,15,8.13,41.7,339
CIRCLE VIEW ELEMENTARY,Circle View Elementary,Ocean View,628140,6059,2,158,120,6,354,,52,26,26.62,692
CIS ACADEMY,CIS Academy,Pasadena Unified,629940,6037,0,5,117,10,29,1,6,8.7,19.31,168
CITIZENS OF THE WORLD CHARTER SCHOOL HOLLYWOOD,Citizens of the World Charter Hollywood,Los Angeles Unified,622710,6037,0,74,115,13,218,0,2,19,22.21,422
CITIZENS OF THE WORLD CHARTER SCHOOL MAR VISTA,Citizens of the World 3,Los Angeles Unified,622710,6037,1,19,91,32,214,2,116,19.1,24.87,475
CITIZENS OF THE WORLD CHARTER SCHOOL SILVER LAKE,Citizens of the World 2,Los Angeles Unified,622710,6037,1,98,222,25,250,4,54,33.7,19.41,654
CITRUS AVENUE ELEMENTARY,Citrus Avenue Elementary,Chico Unified,608370,6007,4,39,77,19,127,3,31,16.18,18.54,300
CITRUS ELEMENTARY,Citrus Elementary,Upland Unified,600016,6071,3,25,423,51,85,,21,25.4,23.94,608
CITRUS ELEMENTARY,Citrus Elementary,Fontana Unified,613920,6071,1,5,703,28,15,4,6,30.66,24.85,762
CITRUS GLEN ELEMENTARY,Citrus Glen Elementary,Ventura Unified,640980,6111,2,22,326,5,228,,31,24,25.58,614
CITRUS HIGH,Citrus High,Porterville Unified,600064,6107,11,1,108,1,26,1,0,9,16.44,148
CITRUS HIGH (CONTINUATION),Citrus High (Continuation),Fontana Unified,613920,6071,4,1,350,23,18,1,1,28.87,13.79,398
CITRUS HILL HIGH,Citrus Hill High,Val Verde Unified,691135,6065,6,21,1695,251,103,10,31,83.1,25.48,2117
CITRUS HILLS INTERMEDIATE,Citrus Hills Intermediate,CoronaNorco Unified,609850,6065,5,149,462,72,501,7,21,52.01,23.4,1217
CITRUS MIDDLE,Citrus Middle,Kings Canyon Joint Unified,619700,6019,2,4,639,,8,,1,25.27,25.88,654
CITRUS SPRINGS CHARTER,Citrus Springs Charter,Orange County Department of Education,691024,6059,2,3,135,1,34,14,15,8.2,24.88,204
CITRUS VALLEY HIGH,Citrus Valley High,Redlands Unified,632070,6071,12,220,1092,160,587,5,76,86.06,25.01,2152
CITY ARTS AND TECH HIGH,City Arts and Tech High,San Francisco Unified,634410,6075,,25,197,67,17,6,23,16.2,20.68,335
CITY HEIGHTS PREPARATORY CHARTER,City Heights Preparatory Charter,San Diego Unified,634320,6073,3,54,69,47,1,0,4,7.2,24.72,178
CITY HONORS COLLEGE PREPARATORY ACADEMY,City Honors College Preparatory Academy,Inglewood Unified,618390,6037,2,4,132,161,,,3,11,27.45,302
CITY LANGUAGE IMMERSION CHARTER,City Language Immersion Charter,Los Angeles Unified,622710,6037,7,5,128,90,57,2,7,13,22.77,296
CITY OF ANGELS,City of Angels,Los Angeles Unified,622710,6037,4,32,1141,208,217,5,22,68,23.96,1629
CITY TERRACE ELEMENTARY,City Terrace Elementary,Los Angeles Unified,622710,6037,,63,364,,14,,10,21,21.48,451
CIVICORPS CORPSMEMBER ACADEMY,Civicorps Corpsmember Academy,Oakland Unified,628050,6001,0,7,26,38,2,0,3,4,19,76
CLAIREMONT HIGH,Clairemont High,San Diego Unified,634320,6073,5,65,496,24,323,1,43,49.78,19.22,957
CLAIRMONT ELEMENTARY,Clairmont Elementary,Lodi Unified,622230,6077,1,194,155,71,9,8,11,18,24.94,449
CLARA BARTON ELEMENTARY,Clara Barton Elementary,CoronaNorco Unified,609850,6065,9,301,331,110,277,6,34,38,28.11,1068
CLARA J. KING ELEMENTARY,Clara J. King Elementary,Cypress Elementary,610440,6059,,162,217,23,98,3,52,21.14,26.25,555
CLAREMONT HIGH,Claremont High,Claremont Unified,608760,6037,4,289,938,112,840,7,215,93.19,25.81,2405
CLAREMONT MIDDLE,Claremont Middle,Oakland Unified,628050,6001,,35,76,168,122,4,41,25.4,17.56,446
CLARENCE LOBO ELEMENTARY,Clarence Lobo Elementary,Capistrano Unified,607440,6059,2,12,129,2,226,1,22,14,28.14,394
CLARENCE RUTH ELEMENTARY,Clarence Ruth Elementary,Lompoc Unified,622410,6083,1,12,512,9,47,,16,27,22.11,597
CLARENDON ALTERNATIVE ELEMENTARY,Clarendon Alternative Elementary,San Francisco Unified,634410,6075,3,142,74,36,196,2,88,21.5,25.16,541
CLARK INTERMEDIATE,Clark Intermediate,Clovis Unified,609030,6019,15,168,646,42,628,8,32,63.82,24.11,1539
CLARK MIDDLE,Clark Middle,San Diego Unified,634320,6073,,156,803,90,15,2,24,44.82,24.32,1090
CLARKSBURG MIDDLE,Clarksburg Middle,River Delta Joint Unified,633110,6113,,1,157,1,71,1,6,9.15,25.9,237
CLASSICAL ACADEMY,Classical Academy,Escondido Union,612880,6073,,43,249,9,860,,127,48.38,26.62,1288
CLASSICAL ACADEMY HIGH,Classical Academy High,Escondido Union High,612910,6073,3,50,238,15,823,3,115,48.88,25.51,1247
CLAUDIA LANDEEN,Claudia Landeen,Lincoln Unified,621690,6077,2,95,325,133,77,14,30,29,23.31,676
CLAY ELEMENTARY,Clay Elementary,San Diego Unified,634320,6073,1,29,115,72,39,1,43,14,21.43,300
CLAY ELEMENTARY,Clay Elementary,Clay Joint Elementary,608850,6019,,9,67,,154,,14,9,27.11,244
CLAYTON A. RECORD JR. ELEMENTARY,Clayton A. Record Jr. Elementary,San Jacinto Unified,634440,6065,5,6,424,43,80,3,12,24,23.88,573
CLAYTON VALLEY CHARTER HIGH,Clayton Valley Charter High,Contra Costa County Office of Education,691005,6013,10,282,454,88,1131,22,210,78.5,27.99,2197
CLEAR CREEK ELEMENTARY,Clear Creek Elementary,Clear Creek Elementary,608880,6057,1,,14,,123,,6,7,20.57,144
CLEAR LAKE HIGH,Clear Lake High,Lakeport Unified,620670,6033,28,13,113,4,215,,26,16.65,23.96,399
CLEAR PASSAGE EDUCATIONAL CENTER,Clear Passage Educational Center,Long Beach Unified,622500,6037,,2,44,6,1,,1,1,54,54
